operateur,region,latitude,longitude,typeMesure,timestamp,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
MTN,CON,10.1,-12.8,INTERNET,2025-09-06T20:26:00Z,23.1,7.9,49.5,13.4,49.6,63,3.9,1.1,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.8,INTERNET,2025-07-13T10:47:00Z,19.1,6.3,37.2,11.5,40.3,73,4.3,2.0,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.8,INTERNET,2025-09-20T20:23:00Z,23.1,7.3,49.7,16.1,57.3,61,3.1,1.4,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.9,INTERNET,2025-08-17T14:02:00Z,21.3,7.3,53.6,20.8,50.1,60,3.0,1.7,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.9,INTERNET,2025-07-27T11:06:00Z,18.5,8.3,39.6,13.6,39.8,67,4.7,1.3,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.9,INTERNET,2025-08-13T14:05:00Z,18.2,6.1,43.9,14.7,46.3,60,3.3,1.5,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.9,INTERNET,2025-08-29T16:21:00Z,17.4,7.2,42.3,12.2,45.7,62,3.0,1.4,QoS Internet Conakry T3 2025
MTN,CON,10.0,-12.9,INTERNET,2025-09-26T21:47:00Z,18.7,5.9,53.5,17.4,64.7,73,4.2,1.6,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.8,INTERNET,2025-09-08T09:27:00Z,23.9,8.2,55.1,15.3,61.2,73,3.7,1.8,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.9,INTERNET,2025-08-02T11:15:00Z,20.8,6.6,49.6,15.0,57.4,66,3.9,1.9,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.8,INTERNET,2025-08-17T10:55:00Z,22.8,8.5,47.3,14.0,59.5,71,3.3,1.3,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.9,INTERNET,2025-07-30T20:43:00Z,22.5,7.7,49.4,19.4,55.9,62,2.9,1.2,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.9,INTERNET,2025-09-29T10:20:00Z,16.5,6.8,36.6,11.0,36.8,72,4.2,1.4,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.8,INTERNET,2025-08-30T14:48:00Z,21.9,7.0,41.7,14.3,52.7,60,4.4,2.0,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.8,INTERNET,2025-07-23T20:49:00Z,23.7,6.0,48.6,13.6,52.7,73,4.3,1.6,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.9,INTERNET,2025-07-22T11:21:00Z,17.6,8.5,52.4,15.8,51.0,74,4.4,1.9,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.9,INTERNET,2025-07-19T21:41:00Z,19.3,6.2,43.2,14.7,38.7,69,3.8,1.9,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.8,INTERNET,2025-09-18T14:01:00Z,16.7,6.9,42.9,17.5,39.3,66,4.3,1.3,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.9,INTERNET,2025-09-29T10:31:00Z,19.2,7.8,36.2,13.3,44.9,71,2.9,1.5,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.8,INTERNET,2025-09-26T15:59:00Z,17.4,8.1,47.1,20.0,49.1,60,3.8,2.1,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.8,INTERNET,2025-08-25T16:00:00Z,23.2,7.3,53.3,17.0,50.4,75,3.2,1.2,QoS Internet Conakry T3 2025
MTN,CON,10.0,-12.8,INTERNET,2025-09-30T11:26:00Z,23.7,7.7,43.3,17.0,56.4,62,3.7,2.0,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.9,INTERNET,2025-07-10T10:01:00Z,22.6,7.2,35.7,13.4,40.7,73,2.9,1.7,QoS Internet Conakry T3 2025
MTN,CON,10.0,-12.8,INTERNET,2025-09-29T21:03:00Z,17.3,7.9,49.0,17.4,50.6,73,4.1,1.8,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.9,INTERNET,2025-09-05T21:52:00Z,16.6,6.7,47.4,13.6,49.8,62,4.7,1.2,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.9,INTERNET,2025-08-19T20:41:00Z,23.5,6.8,36.2,12.6,35.1,65,4.0,1.5,QoS Internet Conakry T3 2025
MTN,CON,10.1,-12.8,INTERNET,2025-09-18T10:37:00Z,19.1,8.3,52.6,22.7,54.8,64,4.6,2.0,QoS Internet Conakry T3 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-09-30T21:51:00Z,15.1,4.5,52.2,18.2,48.4,47,4.8,2.8,QoS Internet Kindia T3 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-09-13T20:40:00Z,12.0,4.4,54.1,21.1,53.8,47,6.7,2.3,QoS Internet Kindia T3 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-09-23T14:23:00Z,14.9,5.5,60.4,21.7,58.9,43,5.1,2.4,QoS Internet Kindia T3 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-09-06T10:11:00Z,16.1,5.4,52.6,17.3,52.2,50,4.4,2.2,QoS Internet Kindia T3 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-09-08T10:36:00Z,14.7,4.5,61.5,23.4,59.9,41,6.2,2.3,QoS Internet Kindia T3 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-08-04T09:20:00Z,14.3,5.6,73.3,24.0,72.1,53,4.6,2.6,QoS Internet Kindia T3 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-07-14T11:38:00Z,16.8,4.6,65.3,18.4,73.5,46,6.4,2.5,QoS Internet Kindia T3 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-08-14T16:07:00Z,12.3,4.4,67.5,18.7,78.6,48,5.0,2.9,QoS Internet Kindia T3 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-08-08T15:43:00Z,13.5,5.7,69.5,22.1,90.7,50,5.4,2.3,QoS Internet Kindia T3 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-09-18T10:29:00Z,12.0,4.7,59.5,18.9,61.5,47,6.0,1.7,QoS Internet Kindia T3 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-08-19T21:22:00Z,16.4,5.1,52.3,16.2,46.8,52,5.1,2.6,QoS Internet Kindia T3 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-08-24T21:41:00Z,16.3,4.7,56.6,15.9,63.2,54,6.2,3.0,QoS Internet Kindia T3 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-09-12T16:20:00Z,12.9,5.7,67.5,28.5,67.3,41,6.2,1.7,QoS Internet Kindia T3 2025
MTN,KIN,10.0,-12.3,INTERNET,2025-08-15T11:54:00Z,14.0,5.4,60.9,25.0,57.6,54,4.1,2.8,QoS Internet Kindia T3 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-07-17T20:39:00Z,12.0,6.1,72.8,30.1,82.8,45,6.7,2.1,QoS Internet Kindia T3 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-09-13T15:50:00Z,11.9,4.8,65.2,26.9,66.0,45,4.2,1.8,QoS Internet Kindia T3 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-08-29T15:53:00Z,13.5,4.7,77.9,32.8,78.3,55,4.1,1.9,QoS Internet Kindia T3 2025
MTN,KIN,10.1,-12.3,INTERNET,2025-07-23T14:21:00Z,14.9,5.6,55.0,16.8,55.3,47,6.4,2.7,QoS Internet Kindia T3 2025
MTN,BOK,11.0,-14.2,INTERNET,2025-08-08T15:14:00Z,5.4,2.8,147.7,47.6,190.2,22,9.0,5.5,QoS Internet Boké T3 2025
MTN,BOK,11.1,-14.2,INTERNET,2025-08-30T09:50:00Z,6.7,2.9,112.4,40.9,137.2,16,9.9,3.9,QoS Internet Boké T3 2025
MTN,BOK,11.0,-14.2,INTERNET,2025-08-10T10:47:00Z,5.7,2.5,139.2,46.3,146.0,15,12.3,4.8,QoS Internet Boké T3 2025
MTN,BOK,11.1,-14.2,INTERNET,2025-10-01T10:33:00Z,6.0,2.1,150.7,51.0,156.5,27,9.6,4.5,QoS Internet Boké T3 2025
MTN,BOK,11.1,-14.2,INTERNET,2025-09-22T10:21:00Z,7.6,2.4,136.3,50.4,159.9,26,12.0,5.2,QoS Internet Boké T3 2025
MTN,BOK,11.1,-14.2,INTERNET,2025-08-19T11:47:00Z,5.7,2.7,162.3,60.9,150.2,19,12.1,6.2,QoS Internet Boké T3 2025
MTN,BOK,11.0,-14.2,INTERNET,2025-08-11T10:18:00Z,5.5,2.7,168.4,64.6,177.6,23,9.9,3.9,QoS Internet Boké T3 2025
MTN,BOK,11.0,-14.2,INTERNET,2025-07-29T20:20:00Z,7.5,2.7,111.1,37.9,141.3,17,12.4,5.0,QoS Internet Boké T3 2025
MTN,BOK,11.1,-14.2,INTERNET,2025-08-15T15:27:00Z,7.8,2.3,131.6,41.4,120.1,23,11.5,6.3,QoS Internet Boké T3 2025
