operateur,region,latitude,longitude,typeMesure,timestamp,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
CELCOM,CON,10.1,-12.8,INTERNET,2025-07-24T15:22:00Z,12.1,5.1,66.7,21.3,69.7,53,4.4,1.8,QoS Internet Conakry T3 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-09-06T21:48:00Z,10.5,4.5,74.0,31.4,95.3,60,3.5,2.0,QoS Internet Conakry T3 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-09-08T15:35:00Z,12.1,5.4,53.5,14.8,51.1,52,4.4,1.7,QoS Internet Conakry T3 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-08-14T20:29:00Z,10.6,4.9,71.5,28.4,89.7,61,4.0,1.8,QoS Internet Conakry T3 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-07-30T15:36:00Z,12.5,5.3,55.0,20.4,60.4,58,4.0,2.1,QoS Internet Conakry T3 2025
CELCOM,CON,10.0,-12.8,INTERNET,2025-09-24T09:09:00Z,13.0,4.2,61.3,16.7,61.0,49,3.9,1.2,QoS Internet Conakry T3 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-07-24T15:09:00Z,12.7,4.3,72.4,25.9,65.9,63,4.1,1.7,QoS Internet Conakry T3 2025
CELCOM,CON,10.1,-12.8,INTERNET,2025-09-07T20:45:00Z,11.8,3.8,52.8,17.9,50.4,52,3.8,1.3,QoS Internet Conakry T3 2025
CELCOM,CON,10.1,-12.8,INTERNET,2025-08-27T14:13:00Z,10.7,4.8,63.8,18.9,60.2,50,3.6,1.5,QoS Internet Conakry T3 2025
CELCOM,CON,10.0,-12.9,INTERNET,2025-09-23T14:42:00Z,11.8,5.0,66.2,22.9,81.7,60,2.9,1.4,QoS Internet Conakry T3 2025
CELCOM,CON,10.1,-12.8,INTERNET,2025-08-06T09:32:00Z,10.8,4.9,56.1,21.1,70.7,48,3.2,1.2,QoS Internet Conakry T3 2025
CELCOM,CON,10.0,-12.9,INTERNET,2025-09-23T14:05:00Z,13.1,5.0,68.2,18.7,77.4,62,3.8,2.1,QoS Internet Conakry T3 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-08-29T21:29:00Z,14.7,4.3,75.6,24.8,78.4,52,4.0,1.2,QoS Internet Conakry T3 2025
