operateur,region,latitude,longitude,typeMesure,timestamp,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
MTN,CON,10.1,-12.8,INTERNET,2025-05-07T20:05:00Z,18.4,8.6,44.6,16.4,42.8,77,3.7,1.6,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.9,INTERNET,2025-05-02T10:22:00Z,20.7,6.1,50.6,17.1,51.6,63,3.1,1.5,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.8,INTERNET,2025-05-19T20:20:00Z,19.5,6.8,50.3,20.1,45.4,70,4.4,1.4,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.8,INTERNET,2025-06-10T14:18:00Z,17.5,7.5,48.9,20.8,55.8,68,4.5,2.0,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.9,INTERNET,2025-05-08T14:52:00Z,21.5,8.8,46.7,15.8,61.1,67,3.9,1.7,QoS Internet Conakry T2 2025
MTN,CON,10.0,-12.9,INTERNET,2025-04-13T09:07:00Z,19.6,6.8,34.8,14.7,43.4,73,3.4,1.2,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.9,INTERNET,2025-04-20T20:42:00Z,18.1,7.0,39.9,17.0,48.7,67,4.1,2.0,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.8,INTERNET,2025-07-04T21:37:00Z,24.3,7.2,49.6,17.3,57.5,71,4.2,1.2,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.8,INTERNET,2025-06-15T10:53:00Z,17.3,8.3,43.5,15.5,50.9,73,3.9,1.2,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.9,INTERNET,2025-04-27T15:33:00Z,24.3,7.5,36.1,9.6,37.0,71,3.3,2.0,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.9,INTERNET,2025-05-22T10:50:00Z,20.3,8.4,37.6,16.4,49.3,64,3.1,1.3,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.9,INTERNET,2025-04-13T14:33:00Z,23.8,6.4,36.1,11.0,47.4,70,3.8,1.4,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.9,INTERNET,2025-05-23T09:56:00Z,21.9,8.9,53.3,20.7,61.7,65,3.0,1.5,QoS Internet Conakry T2 2025
MTN,CON,10.0,-12.9,INTERNET,2025-04-16T16:20:00Z,24.4,7.9,38.8,15.5,35.7,75,3.3,1.6,QoS Internet Conakry T2 2025
MTN,CON,10.0,-12.9,INTERNET,2025-04-12T21:47:00Z,19.4,6.5,42.2,16.6,39.4,71,4.2,1.2,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.9,INTERNET,2025-05-11T11:54:00Z,17.8,8.7,41.3,12.6,44.1,71,4.0,1.4,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.8,INTERNET,2025-06-17T10:54:00Z,19.1,6.3,37.1,11.1,40.2,68,4.4,2.0,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.8,INTERNET,2025-06-16T21:13:00Z,24.4,6.3,47.9,16.8,54.8,71,3.1,1.3,QoS Internet Conakry T2 2025
MTN,CON,10.0,-12.8,INTERNET,2025-06-28T09:45:00Z,19.4,8.7,49.1,21.2,45.2,72,3.3,1.7,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.8,INTERNET,2025-04-21T16:55:00Z,21.6,7.8,41.4,16.6,38.5,68,3.2,2.0,QoS Internet Conakry T2 2025
MTN,CON,10.0,-12.9,INTERNET,2025-06-27T09:42:00Z,18.7,7.6,43.4,17.9,48.6,69,4.2,1.5,QoS Internet Conakry T2 2025
MTN,CON,10.1,-12.8,INTERNET,2025-04-10T16:58:00Z,17.4,8.5,39.5,16.0,46.6,63,4.4,1.7,QoS Internet Conakry T2 2025
