operateur,region,latitude,longitude,typeMesure,timestamp,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
CELCOM,CON,10.1,-12.8,INTERNET,2025-06-08T14:54:00Z,11.2,5.2,65.5,22.6,73.0,56,3.9,2.0,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-04-24T15:04:00Z,12.1,5.5,61.7,17.9,54.4,57,4.1,1.9,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-05-20T20:44:00Z,11.2,4.6,54.2,21.5,51.7,63,2.8,1.7,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.8,INTERNET,2025-06-19T20:45:00Z,13.1,5.4,55.5,19.6,51.2,65,3.1,1.1,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-05-31T11:53:00Z,14.1,5.1,57.6,25.0,64.1,63,4.2,1.5,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-06-13T11:18:00Z,15.0,5.4,62.7,21.0,70.3,62,4.5,2.0,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.8,INTERNET,2025-05-10T11:29:00Z,13.2,4.7,61.1,22.2,80.1,63,3.2,1.7,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-06-22T09:02:00Z,15.8,4.4,54.9,22.1,61.4,59,2.9,1.9,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-05-15T21:28:00Z,11.0,5.3,58.9,18.7,57.1,57,4.6,1.9,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.8,INTERNET,2025-06-18T09:53:00Z,13.4,4.5,49.4,17.2,44.7,58,3.4,2.0,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-06-29T20:10:00Z,13.3,4.8,59.5,17.8,53.0,51,2.8,1.6,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-04-20T11:15:00Z,11.6,5.6,68.7,25.3,79.6,54,2.9,1.9,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-06-18T10:09:00Z,13.5,5.0,70.4,28.1,65.0,61,4.3,1.1,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-06-11T09:58:00Z,15.2,4.9,71.1,19.2,80.9,53,4.2,1.7,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.8,INTERNET,2025-04-28T20:35:00Z,12.1,5.1,65.4,26.9,76.6,59,3.6,1.1,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-05-20T09:26:00Z,13.9,5.4,68.7,28.4,90.6,52,3.4,1.5,QoS Internet Conakry T2 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-06-11T21:15:00Z,15.1,5.1,71.3,20.0,73.1,59,4.0,1.8,QoS Internet Conakry T2 2025
