operateur,region,latitude,longitude,typeMesure,timestamp,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
ORANGE,CON,10.1,-12.9,INTERNET,2025-01-19T21:16:00Z,27.3,12.0,35.9,10.9,44.4,81,3.2,1.7,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-04-05T20:10:00Z,31.5,11.2,33.0,11.7,37.7,75,4.3,1.3,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-03-29T15:54:00Z,31.5,8.5,35.5,11.9,32.2,76,3.8,1.7,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-01-31T14:09:00Z,30.9,10.7,31.9,11.6,31.8,79,3.4,1.6,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-01-26T20:32:00Z,32.2,9.8,31.8,11.6,40.1,86,2.8,1.9,QoS Internet Conakry T1 2025
ORANGE,CON,10.0,-12.9,INTERNET,2025-04-06T16:54:00Z,24.8,9.7,27.9,8.6,34.7,77,3.6,1.6,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-03-18T16:57:00Z,23.5,11.1,31.4,8.9,39.5,79,2.6,1.9,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-02-09T11:56:00Z,32.8,9.1,34.2,10.5,35.7,86,2.9,1.4,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-02-23T14:27:00Z,22.4,9.9,26.8,8.1,31.6,72,3.8,1.8,QoS Internet Conakry T1 2025
ORANGE,CON,10.0,-12.8,INTERNET,2025-03-10T11:30:00Z,30.6,8.4,29.4,12.3,27.6,84,3.9,1.2,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-02-02T10:33:00Z,24.2,9.4,28.0,11.0,36.0,82,3.4,1.2,QoS Internet Conakry T1 2025
ORANGE,CON,10.0,-12.9,INTERNET,2025-01-27T11:48:00Z,26.3,9.7,36.1,11.0,42.0,76,3.7,1.7,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-02-20T09:54:00Z,24.7,10.4,27.6,9.1,32.1,85,4.0,1.3,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-03-05T10:15:00Z,28.3,11.9,38.9,16.6,36.5,86,3.6,1.4,QoS Internet Conakry T1 2025
ORANGE,CON,10.0,-12.9,INTERNET,2025-02-06T21:49:00Z,22.6,8.9,37.9,16.2,40.0,77,3.9,1.7,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-03-10T20:05:00Z,24.1,8.3,26.1,11.1,34.2,74,3.2,1.6,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-04-08T10:19:00Z,31.9,8.2,26.2,8.9,28.3,82,3.2,1.7,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-02-06T10:00:00Z,24.2,11.8,32.3,12.9,38.7,75,2.8,1.8,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-02-18T10:49:00Z,27.2,10.1,28.7,12.4,33.2,80,3.5,1.1,QoS Internet Conakry T1 2025
ORANGE,CON,10.0,-12.9,INTERNET,2025-03-28T11:23:00Z,32.4,10.7,26.6,10.4,23.4,86,2.6,1.1,QoS Internet Conakry T1 2025
ORANGE,CON,10.0,-12.9,INTERNET,2025-03-02T20:58:00Z,32.0,10.2,37.8,14.8,40.2,77,3.4,1.7,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-02-18T10:36:00Z,32.5,8.7,36.3,15.8,47.2,73,3.4,1.3,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-02-23T16:05:00Z,24.6,10.3,29.2,10.8,31.7,81,3.5,1.7,QoS Internet Conakry T1 2025
ORANGE,CON,10.0,-12.8,INTERNET,2025-02-09T14:09:00Z,25.0,9.4,36.8,15.3,47.8,72,3.8,1.8,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-02-23T10:13:00Z,27.9,8.2,39.0,15.1,35.9,87,4.2,1.5,QoS Internet Conakry T1 2025
ORANGE,CON,10.0,-12.8,INTERNET,2025-03-03T21:47:00Z,23.9,11.3,26.0,9.4,27.9,87,3.0,1.3,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-02-24T20:44:00Z,27.5,8.9,38.2,10.9,46.6,74,2.8,1.5,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-02-24T20:07:00Z,24.7,9.2,28.7,8.1,27.2,83,4.1,1.7,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-01-20T14:53:00Z,30.4,11.9,30.5,8.3,30.9,85,2.9,1.9,QoS Internet Conakry T1 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-03-13T14:06:00Z,24.0,8.0,36.7,15.9,34.4,85,3.3,1.6,QoS Internet Conakry T1 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-04-07T10:37:00Z,16.3,8.4,39.6,14.9,48.9,49,5.9,2.5,QoS Internet Kindia T1 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-01-30T09:29:00Z,19.1,7.6,45.6,15.0,48.7,54,6.0,1.9,QoS Internet Kindia T1 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-03-13T11:02:00Z,20.8,7.0,53.4,18.5,49.1,54,4.8,2.3,QoS Internet Kindia T1 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-03-23T14:40:00Z,15.8,6.7,50.0,17.3,61.2,54,5.2,1.9,QoS Internet Kindia T1 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-02-18T11:01:00Z,22.7,7.8,36.8,16.0,41.0,60,6.2,2.8,QoS Internet Kindia T1 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-01-27T14:42:00Z,21.9,7.7,51.0,21.8,57.8,64,4.7,2.7,QoS Internet Kindia T1 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-02-06T11:15:00Z,21.1,8.2,36.2,13.9,46.9,57,5.2,1.7,QoS Internet Kindia T1 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-03-19T15:11:00Z,17.5,6.2,46.2,12.1,59.3,51,4.1,2.4,QoS Internet Kindia T1 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-02-25T09:01:00Z,16.8,5.9,46.2,15.1,42.1,59,5.4,2.3,QoS Internet Kindia T1 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-02-27T15:20:00Z,23.1,7.8,55.0,20.7,52.6,63,5.5,2.7,QoS Internet Kindia T1 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-03-01T14:42:00Z,18.1,7.5,38.2,14.9,49.6,63,4.7,2.8,QoS Internet Kindia T1 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-03-28T09:11:00Z,23.3,6.2,47.0,20.0,44.3,60,4.3,2.8,QoS Internet Kindia T1 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-02-05T10:52:00Z,22.6,6.9,41.0,12.6,37.3,52,4.0,1.5,QoS Internet Kindia T1 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-03-05T21:46:00Z,18.9,8.1,42.7,14.0,53.1,61,5.2,2.5,QoS Internet Kindia T1 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-02-12T11:28:00Z,18.0,6.5,54.8,15.1,52.3,54,5.6,2.2,QoS Internet Kindia T1 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-01-26T16:38:00Z,21.2,6.8,48.8,18.0,52.3,49,4.6,2.8,QoS Internet Kindia T1 2025
