operateur,region,latitude,longitude,typeMesure,timestamp,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
INTERCEL,CON,10.1,-12.9,INTERNET,2025-11-06T09:37:00Z,9.6,3.2,83.3,26.4,94.1,44,3.2,1.4,QoS Internet Conakry T4 2025
INTERCEL,CON,10.1,-12.8,INTERNET,2025-11-22T14:54:00Z,8.0,2.6,71.3,29.7,84.9,45,3.9,1.3,QoS Internet Conakry T4 2025
INTERCEL,CON,10.1,-12.8,INTERNET,2025-10-31T11:32:00Z,6.8,2.8,68.3,21.6,79.9,52,4.1,1.6,QoS Internet Conakry T4 2025
INTERCEL,CON,10.1,-12.9,INTERNET,2025-12-27T14:45:00Z,7.5,2.9,71.7,21.8,83.3,46,2.8,1.6,QoS Internet Conakry T4 2025
INTERCEL,CON,10.0,-12.9,INTERNET,2025-10-10T20:18:00Z,6.7,2.6,84.6,33.9,98.3,45,2.7,1.3,QoS Internet Conakry T4 2025
INTERCEL,CON,10.1,-12.9,INTERNET,2025-12-07T14:00:00Z,7.5,2.5,67.6,23.6,60.1,43,3.1,1.2,QoS Internet Conakry T4 2025
INTERCEL,CON,10.1,-12.8,INTERNET,2025-10-23T09:43:00Z,8.3,2.9,89.0,29.8,90.0,47,2.9,1.1,QoS Internet Conakry T4 2025
INTERCEL,CON,10.1,-12.8,INTERNET,2025-11-30T15:43:00Z,7.6,2.9,83.1,33.0,95.5,47,3.8,1.4,QoS Internet Conakry T4 2025
INTERCEL,CON,10.1,-12.8,INTERNET,2025-12-29T11:24:00Z,7.0,3.5,63.9,19.4,62.4,48,4.0,1.7,QoS Internet Conakry T4 2025
INTERCEL,CON,10.0,-12.9,INTERNET,2025-12-19T11:51:00Z,6.9,3.5,83.7,29.1,95.9,46,3.1,1.6,QoS Internet Conakry T4 2025
INTERCEL,CON,10.1,-12.8,INTERNET,2025-12-28T10:54:00Z,8.8,2.8,93.5,40.5,112.7,53,3.6,1.6,QoS Internet Conakry T4 2025
INTERCEL,CON,10.0,-12.9,INTERNET,2025-11-20T11:25:00Z,9.2,3.4,94.2,32.3,95.9,46,3.2,1.1,QoS Internet Conakry T4 2025
INTERCEL,CON,10.0,-12.9,INTERNET,2025-10-11T20:24:00Z,8.4,3.1,67.4,26.3,87.6,47,3.7,1.9,QoS Internet Conakry T4 2025
INTERCEL,CON,10.1,-12.9,INTERNET,2025-12-13T16:50:00Z,6.4,2.5,85.0,33.8,85.5,52,3.5,1.8,QoS Internet Conakry T4 2025
INTERCEL,CON,10.0,-12.9,INTERNET,2025-10-19T10:11:00Z,6.5,3.4,65.6,19.9,73.0,53,3.3,1.6,QoS Internet Conakry T4 2025
INTERCEL,CON,10.1,-12.9,INTERNET,2025-11-21T10:44:00Z,6.9,3.5,76.8,22.1,69.1,43,3.3,1.5,QoS Internet Conakry T4 2025
INTERCEL,KIN,10.1,-12.3,INTERNET,2025-11-07T14:36:00Z,4.6,2.3,133.8,49.8,176.1,35,5.7,2.1,QoS Internet Kindia T4 2025
INTERCEL,KIN,10.0,-12.3,INTERNET,2025-11-10T21:38:00Z,5.5,2.5,133.1,54.1,131.5,26,5.1,1.9,QoS Internet Kindia T4 2025
INTERCEL,KIN,10.1,-12.3,INTERNET,2025-10-26T20:51:00Z,5.4,1.8,99.5,30.6,109.8,31,4.4,1.5,QoS Internet Kindia T4 2025
INTERCEL,KIN,10.0,-12.3,INTERNET,2025-11-30T11:52:00Z,5.2,2.2,128.3,48.0,158.6,35,4.1,2.2,QoS Internet Kindia T4 2025
INTERCEL,KIN,10.0,-12.3,INTERNET,2025-12-05T11:03:00Z,4.7,1.9,124.1,43.8,122.2,36,5.2,2.8,QoS Internet Kindia T4 2025
INTERCEL,KIN,10.1,-12.3,INTERNET,2025-10-20T10:48:00Z,5.9,2.2,99.1,29.4,114.5,42,6.2,2.5,QoS Internet Kindia T4 2025
INTERCEL,KIN,10.1,-12.3,INTERNET,2025-11-14T16:03:00Z,6.4,1.8,91.7,37.6,87.4,35,5.4,1.5,QoS Internet Kindia T4 2025
INTERCEL,KIN,10.0,-12.3,INTERNET,2025-12-15T15:41:00Z,6.3,2.0,120.0,43.9,157.3,41,5.8,1.9,QoS Internet Kindia T4 2025
INTERCEL,KIN,10.0,-12.3,INTERNET,2025-10-17T16:55:00Z,5.9,1.9,98.7,27.7,108.1,41,5.6,2.1,QoS Internet Kindia T4 2025
INTERCEL,KIN,10.0,-12.3,INTERNET,2026-01-03T15:04:00Z,6.6,1.8,128.7,41.3,128.4,37,4.1,2.7,QoS Internet Kindia T4 2025
INTERCEL,KIN,10.0,-12.3,INTERNET,2025-12-17T14:33:00Z,5.0,2.1,90.5,36.4,96.0,38,4.4,2.1,QoS Internet Kindia T4 2025
INTERCEL,BOK,11.0,-14.2,INTERNET,2025-12-13T15:51:00Z,2.8,1.4,157.1,66.0,191.9,25,10.2,4.1,QoS Internet Boké T4 2025
INTERCEL,BOK,11.0,-14.2,INTERNET,2025-11-22T16:43:00Z,3.0,1.0,162.5,69.5,149.7,17,7.1,4.3,QoS Internet Boké T4 2025
INTERCEL,BOK,11.0,-14.2,INTERNET,2025-11-26T14:56:00Z,3.8,1.2,195.9,51.9,240.0,27,8.9,4.5,QoS Internet Boké T4 2025
INTERCEL,BOK,11.0,-14.2,INTERNET,2025-11-10T16:27:00Z,3.2,1.1,156.3,53.4,164.8,21,8.6,4.6,QoS Internet Boké T4 2025
INTERCEL,BOK,11.0,-14.2,INTERNET,2025-12-20T15:55:00Z,3.6,1.4,198.9,81.9,192.4,26,7.6,3.7,QoS Internet Boké T4 2025
