operateur,region,latitude,longitude,typeMesure,timestamp,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
ORANGE,CON,10.1,-12.9,INTERNET,2025-07-26T15:46:00Z,21.4,9.1,30.4,10.1,39.1,66,4.2,1.6,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-08-22T20:41:00Z,21.7,8.7,35.6,13.9,33.8,69,4.4,1.7,QoS Internet Conakry T3 2025
ORANGE,CON,10.0,-12.9,INTERNET,2025-08-23T20:15:00Z,27.8,9.5,29.7,9.1,34.5,68,3.7,2.1,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-07-29T10:02:00Z,26.0,8.1,29.8,10.1,35.6,81,4.3,1.4,QoS Internet Conakry T3 2025
ORANGE,CON,10.0,-12.8,INTERNET,2025-08-21T11:11:00Z,21.3,9.0,27.5,8.6,30.8,70,4.1,1.6,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-07-28T21:39:00Z,22.8,8.8,28.1,10.4,33.8,71,3.0,1.8,QoS Internet Conakry T3 2025
ORANGE,CON,10.0,-12.9,INTERNET,2025-07-10T16:56:00Z,27.0,9.9,38.9,15.0,36.4,80,3.2,1.2,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-08-03T20:00:00Z,23.1,7.5,38.5,13.7,33.9,80,4.1,1.8,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-09-27T15:12:00Z,22.7,7.8,33.8,12.3,42.4,75,4.5,1.3,QoS Internet Conakry T3 2025
ORANGE,CON,10.0,-12.9,INTERNET,2025-08-30T20:14:00Z,28.7,9.6,39.9,13.8,47.0,66,3.2,1.1,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-08-24T15:58:00Z,24.6,9.0,31.2,10.7,27.9,74,3.4,1.9,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-09-16T09:06:00Z,25.7,8.5,36.0,12.1,42.7,74,4.0,1.4,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-07-23T16:00:00Z,26.9,10.3,36.5,15.8,38.8,77,4.3,1.3,QoS Internet Conakry T3 2025
ORANGE,CON,10.0,-12.8,INTERNET,2025-07-28T16:23:00Z,22.3,9.8,42.1,17.9,43.1,79,3.2,1.6,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-09-02T15:15:00Z,21.2,9.9,38.0,13.3,40.2,81,4.3,1.8,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-09-22T16:02:00Z,30.0,10.2,39.6,12.6,46.8,79,3.7,1.8,QoS Internet Conakry T3 2025
ORANGE,CON,10.0,-12.8,INTERNET,2025-09-16T11:25:00Z,25.2,9.3,27.4,8.3,27.2,81,4.4,1.7,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-09-10T09:45:00Z,29.2,8.9,39.4,16.2,40.0,80,3.2,2.1,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-08-05T16:44:00Z,23.6,10.0,36.3,10.7,37.2,78,3.9,1.6,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-09-02T21:38:00Z,21.7,8.1,34.0,12.4,38.1,66,3.4,1.5,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-08-29T11:28:00Z,29.6,7.7,42.4,11.1,47.9,80,3.5,1.7,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-09-05T09:51:00Z,27.4,10.9,29.9,11.9,29.0,77,4.0,1.5,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-07-08T14:17:00Z,21.3,9.8,36.9,15.4,42.0,77,2.9,2.1,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-09-09T15:24:00Z,28.3,10.0,35.9,14.2,39.2,80,4.5,1.3,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-07-21T16:44:00Z,28.7,10.5,30.4,11.6,36.8,80,4.1,2.0,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-07-26T16:46:00Z,29.5,9.2,35.0,9.8,42.7,70,3.3,1.7,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-08-27T14:03:00Z,20.7,7.4,30.8,11.3,35.4,81,4.5,2.1,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-09-29T15:50:00Z,29.9,9.8,40.4,12.8,37.5,81,3.7,1.7,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-07-29T20:08:00Z,24.1,9.8,31.7,10.8,32.8,75,4.2,1.2,QoS Internet Conakry T3 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-08-10T14:21:00Z,22.8,9.6,32.2,12.0,38.4,75,3.0,1.9,QoS Internet Conakry T3 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-09-19T20:23:00Z,18.1,5.7,53.4,17.1,62.6,56,4.3,2.3,QoS Internet Kindia T3 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-08-16T14:19:00Z,21.3,5.7,60.5,22.8,55.8,55,5.3,3.0,QoS Internet Kindia T3 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-07-20T14:20:00Z,14.4,6.5,43.5,15.9,41.1,47,6.0,2.1,QoS Internet Kindia T3 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-07-09T14:57:00Z,18.8,5.5,50.9,19.4,45.8,47,4.3,3.0,QoS Internet Kindia T3 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-07-25T20:20:00Z,16.7,6.9,46.0,13.0,53.1,46,5.7,1.7,QoS Internet Kindia T3 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-07-25T11:15:00Z,16.5,7.2,46.0,12.3,45.4,49,5.1,2.6,QoS Internet Kindia T3 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-07-13T11:02:00Z,16.2,5.7,60.1,18.6,77.6,49,4.8,2.3,QoS Internet Kindia T3 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-08-27T10:49:00Z,16.2,6.9,40.8,15.2,44.5,55,6.2,2.8,QoS Internet Kindia T3 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-08-18T09:28:00Z,15.5,7.4,58.6,20.9,57.7,55,4.1,2.2,QoS Internet Kindia T3 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-08-13T20:35:00Z,14.5,5.8,46.8,18.9,48.2,49,4.4,2.2,QoS Internet Kindia T3 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-08-19T20:00:00Z,18.3,7.2,45.6,18.3,44.8,46,5.2,3.0,QoS Internet Kindia T3 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-09-19T09:16:00Z,14.6,5.6,55.0,16.8,62.1,55,6.7,2.8,QoS Internet Kindia T3 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-08-31T09:11:00Z,14.9,6.3,59.5,22.7,62.8,51,5.7,2.2,QoS Internet Kindia T3 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-09-05T09:58:00Z,19.3,5.6,40.0,14.6,38.9,48,4.2,2.2,QoS Internet Kindia T3 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-09-06T11:58:00Z,15.0,6.8,53.8,21.2,66.7,53,5.8,2.8,QoS Internet Kindia T3 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-09-22T11:36:00Z,18.8,5.4,57.3,17.3,62.5,46,6.6,1.7,QoS Internet Kindia T3 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-07-15T11:56:00Z,17.8,7.1,42.7,17.0,43.5,53,5.0,2.7,QoS Internet Kindia T3 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-09-14T21:50:00Z,15.5,6.2,42.1,16.2,46.7,55,6.1,3.0,QoS Internet Kindia T3 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-07-29T20:36:00Z,16.3,7.0,46.8,17.0,44.0,58,5.4,1.6,QoS Internet Kindia T3 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-09-18T20:52:00Z,17.5,7.3,44.6,12.9,51.6,58,6.8,1.9,QoS Internet Kindia T3 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-09-05T14:28:00Z,17.8,6.6,50.5,13.4,44.5,55,5.7,2.2,QoS Internet Kindia T3 2025
ORANGE,BOK,11.1,-14.2,INTERNET,2025-09-07T21:29:00Z,8.2,2.6,112.1,39.2,121.0,31,11.9,4.0,QoS Internet Boké T3 2025
ORANGE,BOK,11.1,-14.2,INTERNET,2025-09-12T09:50:00Z,10.0,3.5,115.4,31.7,134.2,22,9.4,3.6,QoS Internet Boké T3 2025
ORANGE,BOK,11.0,-14.2,INTERNET,2025-08-20T14:55:00Z,9.9,2.4,101.4,39.3,113.4,16,9.9,5.6,QoS Internet Boké T3 2025
ORANGE,BOK,11.0,-14.2,INTERNET,2025-09-28T20:24:00Z,9.6,3.4,113.0,32.5,128.4,19,9.5,4.0,QoS Internet Boké T3 2025
ORANGE,BOK,11.1,-14.2,INTERNET,2025-08-10T11:35:00Z,8.0,3.2,87.1,28.9,77.3,25,9.2,5.4,QoS Internet Boké T3 2025
ORANGE,BOK,11.0,-14.2,INTERNET,2025-08-10T09:33:00Z,7.1,2.4,107.3,41.8,113.3,30,9.3,4.0,QoS Internet Boké T3 2025
ORANGE,BOK,11.0,-14.2,INTERNET,2025-09-07T21:41:00Z,8.3,2.7,96.6,29.2,126.5,25,13.0,5.3,QoS Internet Boké T3 2025
ORANGE,BOK,11.1,-14.2,INTERNET,2025-09-03T11:41:00Z,9.0,2.8,86.4,23.2,107.5,31,9.0,4.9,QoS Internet Boké T3 2025
ORANGE,BOK,11.1,-14.2,INTERNET,2025-07-21T21:35:00Z,7.3,2.8,90.2,34.2,101.8,19,13.2,5.4,QoS Internet Boké T3 2025
ORANGE,BOK,11.0,-14.2,INTERNET,2025-09-25T11:02:00Z,7.3,3.5,105.3,44.3,129.3,24,12.5,5.5,QoS Internet Boké T3 2025
ORANGE,BOK,11.0,-14.2,INTERNET,2025-09-29T16:40:00Z,7.8,3.4,129.6,51.0,128.6,28,10.8,4.7,QoS Internet Boké T3 2025
ORANGE,BOK,11.1,-14.2,INTERNET,2025-09-24T15:42:00Z,7.0,2.7,99.6,38.7,107.0,17,13.4,5.5,QoS Internet Boké T3 2025
ORANGE,LAB,11.4,-12.5,INTERNET,2025-08-23T10:57:00Z,10.3,4.2,89.6,27.1,96.4,29,10.5,4.6,QoS Internet Labé T3 2025
ORANGE,LAB,11.4,-12.5,INTERNET,2025-09-23T21:24:00Z,12.2,4.2,66.7,23.7,68.8,34,10.8,3.9,QoS Internet Labé T3 2025
ORANGE,LAB,11.3,-12.5,INTERNET,2025-09-22T09:51:00Z,11.4,3.8,69.5,21.6,79.9,30,8.0,4.8,QoS Internet Labé T3 2025
ORANGE,LAB,11.3,-12.5,INTERNET,2025-08-20T20:10:00Z,9.9,3.4,79.0,28.5,89.6,29,7.9,3.7,QoS Internet Labé T3 2025
ORANGE,LAB,11.4,-12.5,INTERNET,2025-08-08T16:09:00Z,8.9,4.4,70.0,30.2,89.7,30,10.7,4.9,QoS Internet Labé T3 2025
ORANGE,LAB,11.4,-12.5,INTERNET,2025-09-14T15:26:00Z,11.0,4.0,93.9,34.4,116.4,23,8.7,4.2,QoS Internet Labé T3 2025
ORANGE,LAB,11.4,-12.5,INTERNET,2025-07-23T14:03:00Z,11.3,4.0,92.6,38.1,81.8,34,11.1,3.2,QoS Internet Labé T3 2025
ORANGE,LAB,11.3,-12.5,INTERNET,2025-08-30T15:09:00Z,10.5,4.4,66.9,27.5,67.6,35,10.8,4.0,QoS Internet Labé T3 2025
ORANGE,LAB,11.4,-12.5,INTERNET,2025-09-07T10:45:00Z,12.0,4.2,84.2,32.2,96.7,31,9.1,3.7,QoS Internet Labé T3 2025
ORANGE,LAB,11.3,-12.5,INTERNET,2025-08-14T11:37:00Z,8.8,4.1,101.1,38.6,132.9,36,7.4,3.8,QoS Internet Labé T3 2025
ORANGE,LAB,11.3,-12.5,INTERNET,2025-09-04T11:31:00Z,9.5,4.2,89.9,37.7,95.9,36,10.9,4.3,QoS Internet Labé T3 2025
ORANGE,LAB,11.4,-12.5,INTERNET,2025-09-10T21:37:00Z,12.4,3.5,77.0,27.1,97.7,34,11.5,3.4,QoS Internet Labé T3 2025
ORANGE,LAB,11.4,-12.5,INTERNET,2025-07-08T10:58:00Z,11.4,3.9,92.5,27.7,121.9,37,10.2,5.1,QoS Internet Labé T3 2025
ORANGE,LAB,11.3,-12.5,INTERNET,2025-09-01T11:44:00Z,8.7,4.0,74.4,24.4,73.6,32,7.5,4.8,QoS Internet Labé T3 2025
ORANGE,LAB,11.3,-12.5,INTERNET,2025-09-13T15:50:00Z,10.2,4.2,79.7,22.6,101.2,38,8.9,4.7,QoS Internet Labé T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-07-25T11:44:00Z,12.7,6.5,57.1,21.6,58.7,40,4.9,2.4,QoS Internet Kankan T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-08-06T10:24:00Z,15.1,6.5,51.4,14.0,64.2,52,5.3,3.3,QoS Internet Kankan T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-09-29T21:04:00Z,13.4,5.1,67.5,21.9,65.0,37,7.3,2.1,QoS Internet Kankan T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-07-17T14:34:00Z,17.6,5.6,57.7,22.8,52.0,42,5.0,3.0,QoS Internet Kankan T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-08-15T16:39:00Z,14.8,4.9,56.3,21.8,56.9,45,4.8,2.9,QoS Internet Kankan T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-09-16T11:21:00Z,18.0,5.6,59.0,20.0,53.0,51,7.4,2.9,QoS Internet Kankan T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-08-26T15:11:00Z,18.5,6.3,70.5,24.0,63.2,39,5.5,3.0,QoS Internet Kankan T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-07-29T21:05:00Z,13.4,6.1,68.6,20.5,73.4,42,6.1,2.4,QoS Internet Kankan T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-09-02T21:34:00Z,15.7,5.9,53.8,18.6,59.9,48,7.9,3.1,QoS Internet Kankan T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-07-27T09:32:00Z,15.8,6.3,56.4,15.6,68.1,43,6.9,2.3,QoS Internet Kankan T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-08-05T15:40:00Z,17.0,6.6,61.5,20.1,60.7,50,5.3,3.5,QoS Internet Kankan T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-07-24T21:31:00Z,12.7,5.1,53.9,17.5,61.3,40,7.7,3.2,QoS Internet Kankan T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-08-05T11:10:00Z,17.4,6.5,45.8,17.7,56.2,37,7.1,2.2,QoS Internet Kankan T3 2025
ORANGE,KAN,10.4,-9.3,INTERNET,2025-08-20T16:18:00Z,16.9,6.0,50.9,18.5,54.9,51,6.2,2.0,QoS Internet Kankan T3 2025
