operateur,region,latitude,longitude,typeMesure,timestamp,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
ORANGE,CON,10.0,-12.9,INTERNET,2025-10-29T14:15:00Z,32.4,9.7,34.9,9.9,41.5,82,4.1,1.8,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-11-27T16:14:00Z,24.9,11.3,25.1,7.5,31.8,77,3.6,1.1,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-12-11T10:40:00Z,28.9,8.2,33.1,12.5,30.8,86,3.5,1.8,QoS Internet Conakry T4 2025
ORANGE,CON,10.0,-12.9,INTERNET,2025-10-16T20:25:00Z,24.9,11.4,31.4,10.1,28.4,74,3.4,1.8,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-12-30T21:28:00Z,23.6,10.3,29.0,9.9,32.8,82,3.8,1.5,QoS Internet Conakry T4 2025
ORANGE,CON,10.0,-12.8,INTERNET,2025-11-13T20:52:00Z,29.2,11.7,28.0,9.9,33.9,81,3.2,1.5,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-12-21T11:16:00Z,29.4,11.9,35.4,12.6,37.9,75,4.4,1.9,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-11-02T14:00:00Z,28.8,9.8,37.6,11.6,46.6,81,3.2,1.2,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-11-03T14:24:00Z,29.8,8.3,29.6,10.1,35.6,87,3.1,1.5,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-12-17T11:18:00Z,32.9,10.6,36.7,14.8,34.2,76,2.8,1.8,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-10-17T15:42:00Z,31.2,10.6,30.2,10.9,35.1,80,3.6,1.8,QoS Internet Conakry T4 2025
ORANGE,CON,10.0,-12.9,INTERNET,2025-10-25T10:23:00Z,30.3,9.5,33.1,8.8,33.1,79,2.7,1.4,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-11-18T15:38:00Z,30.0,10.2,29.6,10.9,28.9,76,2.9,1.6,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-10-21T10:39:00Z,31.2,10.1,25.7,9.6,32.2,79,3.8,1.6,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-12-15T10:57:00Z,32.0,9.7,34.0,14.1,35.7,74,4.0,1.7,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-12-26T15:10:00Z,32.1,8.2,38.6,12.4,42.8,88,3.6,1.3,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-10-11T15:39:00Z,30.1,11.9,29.5,10.2,29.7,72,3.0,1.2,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-11-25T10:47:00Z,23.4,9.4,32.8,11.1,40.0,83,3.7,1.6,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-12-08T20:16:00Z,25.4,11.9,29.8,10.5,29.0,88,2.8,1.6,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-10-20T09:08:00Z,25.0,9.0,33.7,9.6,31.8,87,3.5,1.7,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-10-17T16:36:00Z,27.1,8.7,33.6,13.2,40.5,76,3.8,1.3,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-11-02T10:15:00Z,23.8,10.6,29.7,9.9,29.7,74,4.3,1.8,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-10-23T14:39:00Z,33.4,11.2,28.5,12.0,27.6,78,3.5,1.2,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-12-12T14:07:00Z,31.5,8.6,38.8,11.7,38.9,76,2.9,1.7,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-12-21T16:51:00Z,32.3,9.3,31.1,11.2,34.1,86,3.3,1.1,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-11-12T16:49:00Z,33.6,9.2,32.3,11.9,32.6,80,3.8,1.2,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-11-27T11:23:00Z,30.8,10.3,37.2,14.6,33.1,79,3.9,1.6,QoS Internet Conakry T4 2025
ORANGE,CON,10.0,-12.8,INTERNET,2025-11-25T21:46:00Z,23.1,9.4,26.8,10.2,28.5,84,4.3,1.6,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.8,INTERNET,2025-12-01T21:23:00Z,26.5,11.4,33.9,11.6,30.2,84,4.1,1.7,QoS Internet Conakry T4 2025
ORANGE,CON,10.1,-12.9,INTERNET,2025-11-15T21:30:00Z,31.9,10.2,34.8,11.7,41.9,73,4.4,1.9,QoS Internet Conakry T4 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-12-24T21:00:00Z,21.1,8.0,40.6,12.0,52.4,57,6.2,2.5,QoS Internet Kindia T4 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-10-29T14:42:00Z,22.2,6.9,50.7,20.8,61.6,56,5.6,1.8,QoS Internet Kindia T4 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-11-15T16:07:00Z,18.7,8.2,38.7,13.8,49.0,51,4.5,2.0,QoS Internet Kindia T4 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-11-11T15:51:00Z,21.1,6.7,39.9,10.9,36.4,59,6.1,1.6,QoS Internet Kindia T4 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-12-04T14:38:00Z,16.0,6.7,52.7,15.7,63.1,58,3.9,1.7,QoS Internet Kindia T4 2025
ORANGE,KIN,10.0,-12.3,INTERNET,2025-12-23T20:00:00Z,19.7,7.6,51.6,14.5,46.7,55,4.2,1.5,QoS Internet Kindia T4 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-11-27T16:41:00Z,22.8,6.5,36.4,13.3,41.9,49,4.3,1.7,QoS Internet Kindia T4 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-12-16T09:43:00Z,19.7,7.7,54.5,21.6,60.6,49,6.0,2.1,QoS Internet Kindia T4 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-11-15T11:58:00Z,15.9,7.8,44.0,11.8,51.3,64,5.4,1.9,QoS Internet Kindia T4 2025
ORANGE,KIN,10.1,-12.3,INTERNET,2025-11-13T14:51:00Z,16.6,6.2,44.3,17.8,52.8,64,5.9,1.8,QoS Internet Kindia T4 2025
