operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
CELCOM,KIN,Kindia,10.127515,-12.708007,MOBILE,2025-08-22T10:09:04.000Z,-105.1,-112.2,-16.9,-3.7,,,416.6,35.9,8.0,45.3,0.44,0.11,816.0,314.5,1340.3,9.0,48.66,14.55,Drive Test Kindia 2025-Q3
CELCOM,KKA,Kankan,10.441744,-9.369434,MOBILE,2025-08-08T23:51:38.000Z,-105.9,-120.9,-17.3,-9.6,,,817.0,109.8,5.0,47.1,0.12,0.09,1998.6,632.0,1855.8,9.0,26.61,25.45,Drive Test Kankan 2025-Q3
CELCOM,CYA,Coyah,9.597168,-13.523187,MOBILE,2025-07-02T08:03:33.000Z,-104.8,-123.6,-17.5,-9.4,,,478.8,67.6,19.0,57.7,0.29,0.19,1413.9,115.9,1319.2,8.0,26.66,17.18,Drive Test Coyah 2025-Q3
CELCOM,LBE,Labé,11.341913,-12.397485,MOBILE,2025-08-22T23:42:00.000Z,-94.8,-113.8,-17.9,-3.2,,,980.1,95.9,19.3,63.0,0.41,0.02,1060.2,679.5,1281.4,2.0,44.34,26.61,Drive Test Labé 2025-Q3
CELCOM,BKE,Boké,10.984921,-14.397469,MOBILE,2025-08-02T05:23:38.000Z,-51.7,-58.1,-6.9,0.2,6.2,2.5,39.2,11.5,58.8,9.3,,,,,,40.0,6.32,,Drive Test Boké 2025-Q3
CELCOM,CON,Conakry,9.393469,-13.742825,MOBILE,2025-07-22T03:25:57.000Z,-106.8,-126.3,-16.4,-4.0,,,406.3,41.6,22.3,53.4,0.2,0.07,904.0,719.6,1921.2,1.0,23.57,33.21,Drive Test Conakry 2025-Q3
CELCOM,LBE,Labé,11.313719,-12.284481,MOBILE,2025-07-13T04:45:28.000Z,-61.0,-78.5,-10.3,0.6,7.8,3.0,53.4,8.7,74.6,12.7,,,,,,52.0,8.5,,Drive Test Labé 2025-Q3
CELCOM,CON,Conakry,9.527094,-13.771462,MOBILE,2025-07-20T16:57:57.000Z,-82.0,-110.4,-14.2,0.6,6.7,4.0,68.1,18.9,89.4,11.4,,,,,,54.0,7.27,,Drive Test Conakry 2025-Q3
CELCOM,GKD,Guéckédou,8.283674,-10.421899,MOBILE,2025-07-02T16:50:55.000Z,-101.4,-119.0,-18.5,-3.8,,,552.2,68.7,15.8,37.0,0.12,0.02,838.9,398.2,1630.5,9.0,36.84,36.4,Drive Test Guéckédou 2025-Q3
CELCOM,CYA,Coyah,9.58688,-13.29915,MOBILE,2025-07-04T15:01:17.000Z,-102.1,-116.9,-20.0,-11.5,,,426.3,72.0,22.4,52.0,0.43,0.08,419.9,227.9,1859.8,13.0,53.11,15.71,Drive Test Coyah 2025-Q3
CELCOM,GKD,Guéckédou,8.268735,-10.482138,MOBILE,2025-08-21T02:51:12.000Z,-97.4,-116.9,-16.3,-5.1,,,273.4,103.3,23.8,57.1,0.29,0.11,1611.0,490.9,821.2,0.0,47.26,33.33,Drive Test Guéckédou 2025-Q3
