regionCode,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering
CON,9.58,-13.86,DRIVE_TEST,2025-08-20T10:25:57.006000Z,-71.59,-94.75,-6.24,9.28,15.47,9.79,35.33,3.55,93.79,1.4,15.97,12.53,36.12,23.04,167.37,60.4,3.71,0
CON,9.54,-13.82,MOBILE,2025-09-21T19:15:41.253000Z,-74.92,-81.06,-7.74,16.04,14.58,9.85,41.5,6.13,100,5.1,,,,,,,,
CON,9.63,-13.61,INTERNET,2025-09-03T19:58:48.448000Z,,,,,,,,,,,2.68,5.1,245.89,132.77,997.69,,,
CON,9.51,-13.57,MOBILE,2025-09-06T15:27:11.025000Z,-69.49,-83.5,-9.41,13.59,17.14,9.14,28.89,7.61,100,6.05,,,,,,,,
CON,9.53,-13.85,MOBILE,2025-07-02T00:25:32.072000Z,-65.14,-85.4,-8.23,10.38,17.83,10.89,27.73,6.87,100,2.71,,,,,,,,
CON,9.62,-13.64,DRIVE_TEST,2025-08-29T16:57:25.487000Z,-95.85,-104.75,-15.02,5.2,0.75,0,188.7,31.85,21.58,16.11,0.01,2,194.59,126.39,862.58,12.09,17.64,15.95
CYA,9.66,-13.35,DRIVE_TEST,2025-08-04T02:08:51.943000Z,-55.81,-75.21,-7.59,9.28,18.58,10.94,39.05,2.78,100,2.33,19.3,11.84,47.21,31.94,125.01,78.75,5.6,5.16
CYA,9.85,-13.43,DRIVE_TEST,2025-09-28T23:17:47.181000Z,-70.46,-87.98,-7.21,8.3,16.84,5.64,45.22,4.64,95.38,2.83,16.6,8.67,54.88,23.52,199.21,71.44,4.55,2.31
CYA,9.76,-13.33,DRIVE_TEST,2025-07-12T09:25:56.701000Z,-71.31,-75.71,-9.16,6.45,13.99,10.12,33.12,0.9,100,2.32,20.81,10.55,20.55,25.35,129.98,79.62,3.31,1.74
CYA,9.79,-13.23,MOBILE,2025-09-16T06:43:39.237000Z,-91.03,-94.38,-12.07,10.66,5.8,3.86,168.82,27.31,30.37,17.82,,,,,,,,
CYA,9.73,-13.28,DRIVE_TEST,2025-07-17T15:46:27.547000Z,-67.51,-80.88,-9.99,11.96,14.17,8.59,27.04,4.53,90.27,2.33,12.63,10.01,50.23,14.64,136.67,69.92,3.15,1.81
KIN,10.04,-12.93,INTERNET,2025-08-22T11:35:20.368000Z,,,,,,,,,,,17.19,8.03,41,27.9,217.45,,,
KIN,10.03,-12.94,DRIVE_TEST,2025-08-03T00:05:22.591000Z,-87.75,-108.59,-11.44,3.84,2.64,2.15,132.37,15.2,21.19,16.38,9.65,4.34,141.7,94.47,602.47,19.89,11.39,8.77
KIN,10.08,-12.92,INTERNET,2025-08-27T03:28:10.847000Z,,,,,,,,,,,18.42,8.89,48.37,28.71,176.15,,,
KIN,10.15,-12.83,MOBILE,2025-08-09T11:42:15.105000Z,-102.22,-103.12,-13.42,0.73,3.77,3.93,151.34,23.18,29.18,18.28,,,,,,,,
KIN,10.1,-12.78,DRIVE_TEST,2025-09-30T11:15:43.546000Z,-73.95,-80.02,-11,10.38,12.93,6.42,34.45,6.3,91.56,5.9,10.66,11.03,32.69,25.68,172.09,65.05,4.2,4.86
KIN,10.18,-12.94,DRIVE_TEST,2025-08-11T18:29:54.881000Z,-73.56,-94.45,-6.07,8.74,15.15,7.62,44.63,4.87,96.42,4.3,18.38,11.36,41.28,22.38,207.73,69.11,3.24,2.58
BOK,11.07,-14.24,INTERNET,2025-09-09T01:14:13.754000Z,,,,,,,,,,,10.6,9.16,39.7,22.16,310.61,,,
BOK,11.1,-14.2,INTERNET,2025-08-26T02:32:17.500000Z,,,,,,,,,,,14.18,9.91,62.96,48.64,323.55,,,
BOK,11.2,-14.37,DRIVE_TEST,2025-08-22T21:05:49.810000Z,-94.7,-91.13,-13.24,-1.02,4.69,2.68,213.04,36.18,12.86,23.88,0.81,3.23,246.27,140.78,1075.43,0,19.42,16.72
BOK,11.09,-14.31,INTERNET,2025-07-13T08:56:59.736000Z,,,,,,,,,,,1.79,1.25,269.95,168.4,1186.96,,,
BOK,11.23,-14.42,MOBILE,2025-09-10T07:06:13.076000Z,-85.67,-93.06,-8.66,8.02,13.97,6.97,56.25,8.71,66.25,2.2,,,,,,,,
BOK,11.14,-14.18,INTERNET,2025-09-22T03:53:04.537000Z,,,,,,,,,,,11.37,5.28,63.77,43.81,324.27,,,
BOK,11.26,-14.3,MOBILE,2025-09-06T10:35:06.639000Z,-72.43,-95.27,-11.17,7.82,8.78,5.31,53.59,6.14,60.87,3,,,,,,,,
KDR,12.58,-13.17,MOBILE,2025-08-15T18:11:40.860000Z,-83.25,-90.39,-8.39,10.55,8.1,6.78,82.13,10.25,52.85,9.65,,,,,,,,
