operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
ORANGE,CON,Conakry,9.522795,-13.827624,MOBILE,2025-08-12T23:42:12.000Z,-70.9,-92.2,-5.5,15.9,22.1,8.8,35.0,4.1,95.1,2.6,,,,,,88.0,3.44,,Drive Test Conakry 2025-Q3
ORANGE,KDG,Kissidougou,8.855038,-10.416385,INTERNET,2025-07-21T04:50:57.000Z,-51.4,-60.4,-3.0,9.3,20.5,8.5,23.2,3.7,62.5,2.8,25.98,10.87,20.4,28.4,42.5,49.0,1.26,0.46,Drive Test Kissidougou 2025-Q3
ORANGE,MMU,Mamou,10.4667,-12.240354,INTERNET,2025-08-10T00:10:19.000Z,-61.6,-68.9,-7.0,12.0,22.7,12.9,28.4,5.2,78.5,3.3,34.25,14.09,20.7,28.4,43.1,64.0,2.22,0.43,Drive Test Mamou 2025-Q3
ORANGE,KIN,Kindia,10.007094,-12.968624,MOBILE,2025-09-13T06:42:13.000Z,-80.2,-105.5,-18.2,-4.3,,,740.9,56.7,3.0,56.1,0.46,0.04,1317.8,647.0,705.0,10.0,59.95,22.81,Drive Test Kindia 2025-Q3
ORANGE,MMU,Mamou,10.399022,-12.243085,MOBILE,2025-09-12T06:34:13.000Z,-56.7,-80.5,-4.0,10.4,17.5,9.2,22.6,5.2,79.8,2.8,,,,,,65.0,2.47,,Drive Test Mamou 2025-Q3
ORANGE,CON,Conakry,9.582731,-13.767655,INTERNET,2025-08-08T23:09:41.000Z,-64.5,-95.5,-9.6,10.4,24.2,15.9,36.2,6.3,99.0,3.6,36.63,15.81,24.3,30.8,69.4,86.0,3.01,0.57,Drive Test Conakry 2025-Q3
ORANGE,DLB,Dalaba,10.361071,-12.465521,INTERNET,2025-07-06T13:56:23.000Z,-90.3,-105.0,-17.2,-3.5,,,635.2,69.7,31.0,78.8,0.02,0.18,236.8,792.1,1548.7,10.0,41.8,31.32,Drive Test Dalaba 2025-Q3
ORANGE,SGR,Siguiri,11.536571,-9.327899,MOBILE,2025-08-28T22:05:51.000Z,-83.3,-111.5,-18.0,-8.6,,,894.4,49.2,34.6,62.3,0.35,0.12,1772.7,274.6,1786.0,2.0,53.88,30.83,Drive Test Siguiri 2025-Q3
ORANGE,KIN,Kindia,10.12529,-12.8936,MOBILE,2025-09-21T10:40:21.000Z,-90.3,-100.6,-19.0,-6.0,,,404.7,126.5,24.0,77.6,0.49,0.18,372.4,671.7,1184.9,9.0,54.45,36.47,Drive Test Kindia 2025-Q3
ORANGE,BKE,Boké,11.41748,-14.210328,MOBILE,2025-08-17T03:59:24.000Z,-48.0,-65.7,-6.8,13.5,13.0,7.7,22.0,3.9,64.0,1.8,,,,,,54.0,1.6,,Drive Test Boké 2025-Q3
ORANGE,BKE,Boké,11.180601,-14.263184,MOBILE,2025-09-15T01:37:09.000Z,-37.5,-55.1,-5.6,14.6,15.2,5.0,22.0,3.7,61.9,2.7,,,,,,53.0,2.34,,Drive Test Boké 2025-Q3
ORANGE,KKA,Kankan,10.38318,-9.300489,MOBILE,2025-07-29T13:45:47.000Z,-89.1,-99.2,-18.6,-11.5,,,474.9,149.5,9.8,45.4,0.01,0.14,1753.9,133.1,1704.3,10.0,17.87,39.48,Drive Test Kankan 2025-Q3
ORANGE,KIN,Kindia,10.066142,-12.614975,MOBILE,2025-07-08T20:14:03.000Z,-54.4,-75.8,-8.9,9.9,15.4,7.6,21.9,4.9,80.6,2.1,,,,,,64.0,2.29,,Drive Test Kindia 2025-Q3
ORANGE,KIN,Kindia,10.242608,-12.988207,INTERNET,2025-07-17T10:34:56.000Z,-92.1,-104.4,-19.6,-7.7,,,525.3,34.8,11.2,37.0,0.15,0.11,431.6,452.2,1252.7,4.0,39.89,22.32,Drive Test Kindia 2025-Q3
ORANGE,CON,Conakry,9.511484,-13.816981,MOBILE,2025-07-25T12:55:03.000Z,-61.5,-86.0,-5.4,10.4,23.3,8.2,30.5,3.9,96.9,4.1,,,,,,74.0,2.29,,Drive Test Conakry 2025-Q3
ORANGE,ZKR,N'Zérékoré,7.564979,-8.95103,MOBILE,2025-07-01T07:06:10.000Z,-53.3,-75.8,-3.6,16.0,16.6,6.2,28.8,4.8,79.6,2.4,,,,,,65.0,1.78,,Drive Test N'Zérékoré 2025-Q3
ORANGE,CON,Conakry,9.482793,-13.591694,MOBILE,2025-09-22T04:27:02.000Z,-72.8,-94.3,-8.2,19.2,21.9,10.6,33.2,4.4,100.0,3.0,,,,,,81.0,3.48,,Drive Test Conakry 2025-Q3
ORANGE,BLA,Beyla,8.981147,-8.803091,MOBILE,2025-08-17T11:34:04.000Z,-38.9,-66.1,-5.0,14.7,14.4,5.8,23.2,3.7,61.5,1.9,,,,,,49.0,1.44,,Drive Test Beyla 2025-Q3
ORANGE,LBE,Labé,11.317936,-12.296812,MOBILE,2025-09-29T18:00:56.000Z,-59.7,-77.4,-6.7,7.6,13.8,8.4,21.7,4.0,78.9,3.7,,,,,,69.0,2.9,,Drive Test Labé 2025-Q3
ORANGE,KKA,Kankan,10.363336,-9.175646,INTERNET,2025-08-15T14:57:00.000Z,-48.5,-73.9,-4.4,12.6,21.9,12.9,30.2,4.4,80.4,3.3,29.29,11.47,21.0,28.3,54.1,67.0,1.81,0.63,Drive Test Kankan 2025-Q3
ORANGE,ZKR,N'Zérékoré,7.796895,-8.634999,INTERNET,2025-07-29T12:58:44.000Z,-87.8,-106.4,-20.0,-8.2,,,401.8,87.3,24.8,60.3,0.06,0.11,516.6,638.1,1853.1,3.0,32.44,36.6,Drive Test N'Zérékoré 2025-Q3
ORANGE,KKA,Kankan,10.327731,-9.326451,INTERNET,2025-09-17T13:29:03.000Z,-85.3,-106.1,-18.1,-3.5,,,311.3,39.6,23.6,63.1,0.36,0.0,247.8,773.6,1304.2,9.0,50.96,14.1,Drive Test Kankan 2025-Q3
ORANGE,CYA,Coyah,9.692584,-13.462448,INTERNET,2025-09-22T11:18:12.000Z,-49.5,-66.3,-6.6,14.9,19.0,12.3,31.1,4.6,79.6,2.3,39.9,17.3,24.7,25.0,56.7,72.0,1.64,0.71,Drive Test Coyah 2025-Q3
ORANGE,KKA,Kankan,10.582927,-9.348372,MOBILE,2025-07-20T13:19:43.000Z,-53.8,-73.1,-8.4,11.2,18.8,9.4,27.5,4.8,82.1,3.5,,,,,,64.0,2.41,,Drive Test Kankan 2025-Q3
ORANGE,BLA,Beyla,8.794893,-8.390783,INTERNET,2025-08-11T08:45:19.000Z,-50.3,-65.9,-6.6,5.0,17.0,7.1,17.0,2.7,64.1,2.2,25.81,9.74,19.7,27.1,42.5,54.0,1.46,0.64,Drive Test Beyla 2025-Q3
