operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
CELCOM,SGR,Siguiri,11.271388,-9.002358,INTERNET,2025-02-11T18:28:05.000Z,-101.4,-122.9,-18.1,-6.8,,,719.0,109.0,13.1,77.2,0.09,0.04,314.7,238.4,1393.2,9.0,40.39,44.59,Drive Test Siguiri 2025-Q1
CELCOM,MMU,Mamou,10.708726,-12.04257,MOBILE,2025-02-02T20:56:43.000Z,-96.4,-112.4,-16.1,-6.5,,,364.7,62.1,30.4,66.0,0.45,0.18,1697.3,522.4,1071.9,5.0,45.0,31.51,Drive Test Mamou 2025-Q1
CELCOM,CYA,Coyah,9.828962,-13.3192,MOBILE,2025-01-17T07:08:07.000Z,-68.3,-75.1,-13.2,5.4,5.9,2.6,63.3,11.8,75.1,12.4,,,,,,49.0,9.18,,Drive Test Coyah 2025-Q1
CELCOM,CON,Conakry,9.433692,-13.622093,MOBILE,2025-03-19T22:40:05.000Z,-86.0,-96.2,-15.6,2.0,7.7,4.2,59.3,13.4,89.2,13.3,,,,,,61.0,8.62,,Drive Test Conakry 2025-Q1
CELCOM,ZKR,N'Zérékoré,7.75771,-8.805354,INTERNET,2025-01-24T00:38:40.000Z,-71.9,-91.1,-12.9,5.8,9.9,3.1,62.4,13.3,72.8,11.5,13.61,4.24,47.0,75.1,138.7,51.0,7.74,6.01,Drive Test N'Zérékoré 2025-Q1
CELCOM,KKA,Kankan,10.461929,-9.171525,MOBILE,2025-01-26T10:05:15.000Z,-105.7,-121.8,-19.6,-7.9,,,801.0,134.1,23.1,71.9,0.43,0.02,543.4,309.5,699.3,13.0,34.15,24.76,Drive Test Kankan 2025-Q1
CELCOM,CYA,Coyah,9.690527,-13.288427,INTERNET,2025-02-06T23:57:11.000Z,-72.9,-91.3,-10.1,6.9,10.9,4.0,53.7,14.8,74.0,7.4,12.93,5.2,48.8,75.9,131.4,47.0,6.72,5.93,Drive Test Coyah 2025-Q1
CELCOM,KDG,Kissidougou,9.191874,-10.127851,MOBILE,2025-03-30T11:29:56.000Z,-90.1,-121.8,-16.3,-2.5,,,487.7,123.3,6.1,63.8,0.07,0.12,1981.9,170.1,1122.1,9.0,43.29,32.62,Drive Test Kissidougou 2025-Q1
CELCOM,LBE,Labé,11.281889,-12.240449,INTERNET,2025-01-15T23:12:07.000Z,-69.6,-87.6,-10.7,2.5,8.0,3.9,51.6,9.9,72.5,9.7,13.04,3.92,56.5,55.7,119.3,45.0,8.25,4.97,Drive Test Labé 2025-Q1
CELCOM,BLA,Beyla,8.813057,-8.416485,MOBILE,2025-01-15T12:08:30.000Z,-30.0,-44.0,-3.3,1.8,3.4,1.5,20.6,3.8,30.8,5.1,,,,,,19.0,3.05,,Drive Test Beyla 2025-Q1
