operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
INTERCEL,ZKR,N'Zérékoré,7.755322,-8.830938,INTERNET,2025-11-20T14:59:33.000Z,-81.1,-82.6,-12.7,-6.6,3.3,0.6,95.1,18.1,66.3,15.4,5.04,1.99,76.7,138.1,238.4,37.0,15.87,7.43,Drive Test N'Zérékoré 2025-Q4
INTERCEL,SGR,Siguiri,11.421236,-9.324193,MOBILE,2025-11-22T22:31:35.000Z,-105.7,-132.6,-17.7,-11.5,,,862.8,87.9,3.1,54.7,0.32,0.07,377.0,263.6,990.2,11.0,33.4,41.59,Drive Test Siguiri 2025-Q4
INTERCEL,CON,Conakry,9.407824,-13.765428,MOBILE,2025-10-03T06:32:02.000Z,-114.8,-121.9,-19.3,-7.0,,,989.6,59.6,14.2,71.4,0.23,0.14,1538.4,413.7,1133.2,5.0,16.71,22.53,Drive Test Conakry 2025-Q4
INTERCEL,CON,Conakry,9.483115,-13.794433,INTERNET,2025-12-25T00:51:49.000Z,-113.6,-120.9,-19.5,-6.3,,,639.6,100.2,33.3,77.9,0.24,0.09,998.5,464.5,1558.8,0.0,53.85,31.58,Drive Test Conakry 2025-Q4
INTERCEL,CON,Conakry,9.517527,-13.709844,MOBILE,2025-10-19T10:22:01.000Z,-89.9,-106.4,-17.3,1.5,2.3,0.8,95.3,33.7,80.3,22.9,,,,,,44.0,24.32,,Drive Test Conakry 2025-Q4
INTERCEL,BLA,Beyla,8.825442,-8.396321,MOBILE,2025-11-11T12:53:32.000Z,-103.8,-122.3,-18.2,-2.4,,,413.7,144.4,15.9,42.7,0.35,0.15,1367.5,327.4,1454.6,11.0,36.55,25.83,Drive Test Beyla 2025-Q4
INTERCEL,FRN,Faranah,10.324893,-10.623653,MOBILE,2025-10-21T23:44:52.000Z,-111.9,-133.3,-18.0,-8.3,,,549.4,35.8,35.0,72.7,0.2,0.13,1109.7,374.9,348.6,2.0,55.76,31.67,Drive Test Faranah 2025-Q4
INTERCEL,KIN,Kindia,10.224795,-12.817518,INTERNET,2025-12-10T18:00:20.000Z,-101.8,-124.6,-17.7,-5.1,,,522.6,98.2,15.6,68.8,0.0,0.04,297.3,506.5,878.0,2.0,47.88,35.05,Drive Test Kindia 2025-Q4
INTERCEL,KKA,Kankan,10.428366,-9.23683,MOBILE,2025-12-03T08:39:58.000Z,-107.3,-121.5,-17.5,-11.2,,,619.6,143.5,28.8,60.5,0.24,0.11,1180.2,225.3,1727.1,6.0,31.06,22.02,Drive Test Kankan 2025-Q4
INTERCEL,MMU,Mamou,10.449255,-12.054332,MOBILE,2025-11-18T12:06:29.000Z,-108.0,-123.3,-17.7,-5.6,,,1093.7,48.5,24.2,79.6,0.08,0.05,328.7,411.0,1870.3,13.0,49.76,30.55,Drive Test Mamou 2025-Q4
