operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
CELCOM,CON,Conakry,9.66,-13.77,DRIVE_TEST,2025-06-11T13:59:38.319000Z,-99.74,-109.41,-15.75,-0.23,7.63,0,278.64,49.86,26.43,32.08,0.01,3.05,295.2,149.31,1332.35,0,23.65,30.53,Campagne Celcom Guinée Conakry 2025-Q2
CELCOM,CON,Conakry,9.57,-13.84,MOBILE,2025-04-10T05:57:42.476000Z,-104.11,-120.61,-13.4,5.09,2.89,0,222.05,44.39,14.12,22.26,,,,,,,,,Campagne Celcom Guinée Conakry 2025-Q2
CELCOM,CON,Conakry,9.37,-13.57,DRIVE_TEST,2025-04-10T21:58:17.993000Z,-79.1,-85.35,-10.6,6.11,6.62,5.56,51.29,7.62,88.96,11.25,5.35,1.81,82.77,43.41,311.92,36.14,5.63,5.84,Campagne Celcom Guinée Conakry 2025-Q2
CELCOM,CON,Conakry,9.62,-13.79,DRIVE_TEST,2025-06-08T15:22:25.884000Z,-76.72,-81.85,-13.04,9.57,14.8,6.99,56.72,13.99,99.94,1.4,3.74,4.2,69.67,31.86,237.26,62.42,4.18,5.56,Campagne Celcom Guinée Conakry 2025-Q2
CELCOM,CON,Conakry,9.64,-13.77,INTERNET,2025-06-24T14:54:40.654000Z,,,,,,,,,,,9.02,3.8,72.41,46,288.13,,,,Campagne Celcom Guinée Conakry 2025-Q2
CELCOM,CON,Conakry,9.39,-13.66,INTERNET,2025-06-12T20:31:58.491000Z,,,,,,,,,,,0.01,0.01,466.83,263.25,2057.37,,,,Campagne Celcom Guinée Conakry 2025-Q2
CELCOM,CYA,Coyah,9.81,-13.32,MOBILE,2025-06-24T13:50:26.155000Z,-99.47,-104.52,-19.33,1.37,0,0.97,298.21,48.54,15.05,36.66,,,,,,,,,Campagne Celcom Guinée Coyah 2025-Q2
CELCOM,CYA,Coyah,9.69,-13.37,DRIVE_TEST,2025-05-29T05:42:47.666000Z,-101.94,-104.68,-15.44,2.71,0,2.13,240.01,45.95,20.78,27.35,0.01,0.93,262.09,159.45,1200.07,10.54,17.48,25.01,Campagne Celcom Guinée Coyah 2025-Q2
CELCOM,CYA,Coyah,9.68,-13.35,INTERNET,2025-04-21T11:59:51.611000Z,,,,,,,,,,,5.87,4.06,82.7,28.47,327.25,,,,Campagne Celcom Guinée Coyah 2025-Q2
CELCOM,CYA,Coyah,9.84,-13.42,DRIVE_TEST,2025-06-06T17:55:01.556000Z,-81.85,-99.58,-10.43,7.21,7.83,3.96,81.75,16.16,71.12,4.49,5.14,7.55,71.98,41.31,294.72,27.11,5.32,5.05,Campagne Celcom Guinée Coyah 2025-Q2
