operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
MTN,MMU,Mamou,10.506578,-11.868876,MOBILE,2025-06-29T00:38:13.000Z,-53.7,-85.5,-9.9,8.5,10.8,5.3,40.7,6.7,78.7,5.0,,,,,,65.0,5.07,,Drive Test Mamou 2025-Q2
MTN,MLI,Mali,11.763744,-12.559866,MOBILE,2025-05-01T10:33:19.000Z,-82.2,-110.4,-17.0,-6.6,,,863.1,32.9,10.5,56.2,0.15,0.17,765.2,332.2,1313.2,9.0,31.52,15.35,Drive Test Mali 2025-Q2
MTN,CON,Conakry,9.555168,-13.704786,INTERNET,2025-04-12T18:28:04.000Z,-68.9,-102.0,-9.6,10.8,21.2,11.5,37.6,7.9,94.4,7.3,24.87,13.39,40.7,48.8,90.1,75.0,4.72,2.09,Drive Test Conakry 2025-Q2
MTN,KDR,Koundara,12.477146,-13.074829,MOBILE,2025-04-07T20:01:36.000Z,-83.5,-116.8,-16.1,-6.4,,,346.6,79.9,5.8,35.7,0.47,0.15,1667.5,189.0,841.9,4.0,30.08,11.84,Drive Test Koundara 2025-Q2
MTN,CON,Conakry,9.414341,-13.656262,INTERNET,2025-05-01T05:56:00.000Z,-75.4,-99.9,-9.8,14.3,20.7,10.1,37.3,10.3,96.5,4.5,25.66,9.79,36.0,48.6,89.6,76.0,3.16,2.45,Drive Test Conakry 2025-Q2
MTN,CYA,Coyah,9.957265,-13.464549,MOBILE,2025-06-22T10:36:25.000Z,-98.9,-108.5,-19.1,-10.8,,,774.8,40.8,30.2,77.6,0.35,0.02,790.8,247.6,906.4,6.0,16.29,12.13,Drive Test Coyah 2025-Q2
MTN,MLI,Mali,11.607311,-11.785444,MOBILE,2025-05-25T08:23:08.000Z,-82.9,-111.6,-18.9,-5.7,,,179.3,55.3,11.1,40.3,0.11,0.12,313.6,605.2,1561.4,2.0,27.79,10.67,Drive Test Mali 2025-Q2
MTN,KIN,Kindia,10.061772,-12.885008,INTERNET,2025-04-15T22:32:20.000Z,-65.9,-77.4,-9.3,7.3,16.5,9.3,36.4,6.0,77.0,6.1,21.43,10.83,36.3,50.4,76.5,57.0,2.7,1.74,Drive Test Kindia 2025-Q2
MTN,MMU,Mamou,10.547262,-11.960856,MOBILE,2025-04-07T03:57:52.000Z,-57.1,-85.6,-6.4,5.2,11.6,5.5,30.0,5.8,75.6,5.1,,,,,,60.0,5.06,,Drive Test Mamou 2025-Q2
MTN,MLI,Mali,12.233649,-12.033513,MOBILE,2025-04-22T01:12:45.000Z,-47.0,-59.4,-3.4,9.3,8.0,3.2,23.1,4.6,53.8,2.5,,,,,,44.0,3.23,,Drive Test Mali 2025-Q2
MTN,CON,Conakry,9.47049,-13.752239,MOBILE,2025-06-05T19:43:46.000Z,-67.7,-90.0,-10.1,5.7,13.9,6.5,43.7,8.7,94.8,7.0,,,,,,71.0,4.41,,Drive Test Conakry 2025-Q2
MTN,BKE,Boké,11.434648,-14.54405,MOBILE,2025-05-19T04:22:26.000Z,-86.5,-119.5,-16.7,-3.7,,,200.6,61.7,31.7,38.0,0.32,0.13,811.6,678.6,953.0,12.0,40.48,10.35,Drive Test Boké 2025-Q2
MTN,CON,Conakry,9.521392,-13.730704,MOBILE,2025-06-19T21:41:29.000Z,-75.3,-85.0,-8.4,9.7,11.3,7.0,44.7,5.7,95.2,5.8,,,,,,70.0,4.96,,Drive Test Conakry 2025-Q2
MTN,KDR,Koundara,12.66765,-13.124887,MOBILE,2025-06-19T21:35:17.000Z,-82.4,-105.2,-17.0,-9.9,,,378.5,95.6,15.4,60.5,0.23,0.06,813.3,258.0,1718.1,3.0,51.95,13.84,Drive Test Koundara 2025-Q2
MTN,KIN,Kindia,9.92601,-13.04095,MOBILE,2025-06-25T21:32:17.000Z,-65.1,-73.4,-9.1,10.1,13.7,4.6,38.7,4.9,78.4,6.0,,,,,,62.0,2.96,,Drive Test Kindia 2025-Q2
MTN,KKA,Kankan,10.158436,-9.198889,INTERNET,2025-06-29T22:15:26.000Z,-90.7,-108.0,-19.1,-11.0,,,902.8,31.2,34.3,58.1,0.35,0.19,1563.7,685.9,443.1,11.0,21.34,32.18,Drive Test Kankan 2025-Q2
MTN,ZKR,N'Zérékoré,7.586057,-8.813311,INTERNET,2025-04-21T17:47:00.000Z,-55.0,-77.6,-6.8,11.0,16.1,8.1,32.3,7.6,78.7,5.7,23.88,9.32,25.6,48.9,81.6,55.0,2.31,1.82,Drive Test N'Zérékoré 2025-Q2
MTN,KDR,Koundara,12.265086,-13.13847,MOBILE,2025-06-27T08:01:08.000Z,-92.6,-108.6,-17.2,-3.3,,,827.2,124.4,31.2,79.1,0.09,0.03,1975.8,768.4,464.0,8.0,56.29,37.57,Drive Test Koundara 2025-Q2
MTN,LBE,Labé,11.40838,-12.344821,INTERNET,2025-04-20T01:03:30.000Z,-59.6,-76.8,-10.5,5.7,15.2,6.2,39.9,5.0,79.9,4.3,21.02,8.16,28.7,46.3,59.5,63.0,3.21,2.28,Drive Test Labé 2025-Q2
MTN,FRN,Faranah,10.07598,-10.71141,INTERNET,2025-04-26T07:13:29.000Z,-84.3,-112.7,-18.9,-6.4,,,747.5,77.2,34.9,62.8,0.26,0.15,1280.1,225.2,661.2,2.0,30.15,13.83,Drive Test Faranah 2025-Q2
MTN,CON,Conakry,9.475192,-13.762509,MOBILE,2025-06-22T01:08:43.000Z,-72.7,-86.7,-12.9,7.4,12.3,6.4,47.2,8.4,93.8,5.6,,,,,,67.0,5.47,,Drive Test Conakry 2025-Q2
MTN,DLB,Dalaba,11.163725,-12.148773,MOBILE,2025-06-02T12:10:25.000Z,-42.1,-45.2,-9.0,2.9,9.2,3.3,23.4,3.4,51.8,2.5,,,,,,44.0,2.72,,Drive Test Dalaba 2025-Q2
