operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
INTERCEL,FRN,Faranah,9.647715,-10.639998,INTERNET,2025-07-09T15:59:51.000Z,-56.9,-73.0,-11.6,-1.1,2.3,0.5,63.7,19.8,54.1,17.8,3.75,1.21,68.1,88.1,161.1,25.0,16.12,6.68,Drive Test Faranah 2025-Q3
INTERCEL,CYA,Coyah,9.873839,-13.17945,INTERNET,2025-07-16T08:26:07.000Z,-77.2,-94.1,-16.0,0.7,3.3,0.9,89.1,30.7,66.2,22.6,4.29,1.53,76.0,142.4,226.8,33.0,16.61,16.35,Drive Test Coyah 2025-Q3
INTERCEL,KIN,Kindia,9.854545,-13.021105,MOBILE,2025-09-17T05:01:26.000Z,-66.5,-91.3,-14.7,2.3,2.6,0.7,87.5,18.3,66.0,17.5,,,,,,35.0,25.54,,Drive Test Kindia 2025-Q3
INTERCEL,ZKR,N'Zérékoré,7.723843,-8.86673,MOBILE,2025-09-27T01:22:43.000Z,-114.2,-124.2,-19.7,-8.0,,,1110.1,77.9,7.2,78.3,0.22,0.01,1162.7,743.0,1934.7,14.0,18.75,44.85,Drive Test N'Zérékoré 2025-Q3
INTERCEL,MLI,Mali,12.019396,-12.111412,MOBILE,2025-08-22T17:47:40.000Z,-110.0,-125.8,-16.6,-4.6,,,1082.9,33.0,20.4,59.0,0.45,0.15,1628.0,779.8,1339.5,7.0,25.02,32.71,Drive Test Mali 2025-Q3
INTERCEL,FRN,Faranah,10.092897,-10.650248,MOBILE,2025-08-02T18:43:55.000Z,-111.8,-128.4,-19.0,-7.2,,,496.8,122.2,8.6,56.7,0.38,0.12,549.8,201.4,1713.0,11.0,31.41,21.79,Drive Test Faranah 2025-Q3
INTERCEL,KIN,Kindia,10.183242,-12.640896,INTERNET,2025-09-30T16:14:26.000Z,-102.0,-123.9,-18.9,-10.9,,,581.6,48.2,27.0,68.4,0.1,0.1,487.8,124.6,1349.1,13.0,53.32,44.11,Drive Test Kindia 2025-Q3
INTERCEL,MMU,Mamou,10.657044,-12.215595,MOBILE,2025-09-04T05:11:39.000Z,-74.5,-85.2,-13.4,3.1,2.3,0.7,82.2,20.1,66.6,21.0,,,,,,34.0,20.37,,Drive Test Mamou 2025-Q3
INTERCEL,LBE,Labé,11.396882,-12.175452,MOBILE,2025-07-24T08:26:07.000Z,-100.4,-134.5,-18.3,-2.9,,,904.8,135.2,26.5,68.3,0.26,0.06,477.7,652.5,1054.9,14.0,58.91,41.79,Drive Test Labé 2025-Q3
INTERCEL,ZKR,N'Zérékoré,7.970313,-8.806893,MOBILE,2025-09-13T05:31:16.000Z,-103.5,-118.3,-16.7,-3.2,,,478.3,137.4,8.5,39.2,0.3,0.09,1807.1,572.6,1032.9,7.0,25.77,29.32,Drive Test N'Zérékoré 2025-Q3
