operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
INTERCEL,KKA,Kankan,10.463872,-9.298045,INTERNET,2025-03-22T04:13:48.000Z,-77.6,-82.9,-14.9,-0.8,2.8,0.9,96.7,18.9,68.0,17.8,4.88,2.02,68.9,125.1,223.3,32.0,15.5,15.56,Drive Test Kankan 2025-Q1
INTERCEL,LBE,Labé,11.577714,-12.216143,INTERNET,2025-01-27T22:07:28.000Z,-70.8,-80.2,-11.6,-1.4,3.9,0.8,105.8,23.9,66.3,19.1,5.19,1.66,73.1,140.6,237.6,37.0,13.43,16.55,Drive Test Labé 2025-Q1
INTERCEL,CYA,Coyah,9.74566,-13.325128,MOBILE,2025-03-22T07:27:34.000Z,-107.0,-125.4,-16.5,-2.3,,,523.2,148.6,32.2,49.5,0.49,0.16,1487.7,303.1,656.5,13.0,39.49,17.64,Drive Test Coyah 2025-Q1
INTERCEL,KKA,Kankan,10.391209,-9.288817,MOBILE,2025-01-24T16:32:00.000Z,-71.4,-98.2,-16.0,2.3,2.3,0.6,99.9,25.3,68.1,22.5,,,,,,37.0,14.98,,Drive Test Kankan 2025-Q1
INTERCEL,ZKR,N'Zérékoré,7.823379,-8.699929,INTERNET,2025-01-19T13:39:03.000Z,-104.0,-126.2,-16.5,-2.3,,,1114.3,59.2,13.9,37.6,0.14,0.07,519.1,405.3,1237.3,5.0,23.28,44.43,Drive Test N'Zérékoré 2025-Q1
INTERCEL,MMU,Mamou,10.258939,-12.117415,MOBILE,2025-02-01T13:49:42.000Z,-102.6,-133.0,-17.2,-5.0,,,1032.4,110.4,20.7,47.7,0.26,0.0,374.1,606.3,1816.5,10.0,46.8,34.66,Drive Test Mamou 2025-Q1
INTERCEL,KIN,Kindia,9.953281,-12.620689,MOBILE,2025-03-09T10:03:09.000Z,-81.7,-92.1,-11.5,-2.7,2.3,0.5,72.4,24.4,68.3,18.7,,,,,,38.0,19.18,,Drive Test Kindia 2025-Q1
INTERCEL,LBE,Labé,11.476786,-12.339279,INTERNET,2025-01-03T21:56:03.000Z,-112.8,-122.1,-19.4,-8.1,,,605.3,117.6,7.9,66.6,0.01,0.08,1959.6,233.5,1101.8,4.0,15.67,44.74,Drive Test Labé 2025-Q1
INTERCEL,LBE,Labé,11.546542,-12.38287,INTERNET,2025-01-01T20:01:49.000Z,-107.2,-120.8,-16.9,-5.9,,,586.7,73.7,7.7,60.1,0.4,0.0,1240.6,654.6,677.4,11.0,46.47,43.84,Drive Test Labé 2025-Q1
INTERCEL,KIN,Kindia,10.14708,-12.656416,MOBILE,2025-02-14T02:00:10.000Z,-112.3,-134.8,-18.4,-5.5,,,905.8,119.2,34.6,36.6,0.11,0.18,274.1,283.5,1354.6,3.0,17.4,24.0,Drive Test Kindia 2025-Q1
INTERCEL,KIN,Kindia,9.994341,-13.078992,MOBILE,2025-01-16T20:06:06.000Z,-75.0,-82.6,-14.4,1.4,1.9,0.6,98.3,29.5,66.3,13.6,,,,,,35.0,23.54,,Drive Test Kindia 2025-Q1
INTERCEL,BLA,Beyla,8.857819,-8.833368,MOBILE,2025-01-14T21:57:04.000Z,-109.1,-133.1,-18.0,-2.7,,,726.4,81.3,0.2,60.6,0.31,0.06,1936.4,188.0,1172.6,13.0,36.4,32.65,Drive Test Beyla 2025-Q1
INTERCEL,KIN,Kindia,10.102278,-13.007499,MOBILE,2025-01-05T04:00:08.000Z,-100.7,-124.0,-19.0,-10.1,,,892.5,42.3,20.7,70.1,0.38,0.07,1636.8,267.2,1840.4,8.0,46.52,20.57,Drive Test Kindia 2025-Q1
INTERCEL,CON,Conakry,9.563538,-13.718337,MOBILE,2025-03-08T02:31:36.000Z,-105.7,-122.8,-17.6,-8.8,,,1065.4,75.9,7.1,71.7,0.29,0.06,498.5,516.5,1901.6,0.0,20.42,28.18,Drive Test Conakry 2025-Q1
INTERCEL,FRN,Faranah,10.244226,-10.874251,MOBILE,2025-02-08T18:57:57.000Z,-99.4,-121.3,-19.3,-5.4,,,1036.4,30.7,17.5,73.6,0.24,0.05,764.0,289.7,1468.3,6.0,46.22,17.76,Drive Test Faranah 2025-Q1
INTERCEL,CON,Conakry,9.587192,-13.619799,MOBILE,2025-01-07T07:15:15.000Z,-93.1,-119.4,-14.8,1.8,3.3,0.8,111.1,24.9,80.5,21.2,,,,,,44.0,29.46,,Drive Test Conakry 2025-Q1
INTERCEL,MMU,Mamou,10.432721,-11.970945,MOBILE,2025-03-20T16:05:39.000Z,-105.4,-118.1,-17.4,-7.5,,,615.8,142.4,34.9,72.5,0.2,0.1,1976.4,713.7,387.8,13.0,59.21,19.28,Drive Test Mamou 2025-Q1
INTERCEL,GKD,Guéckédou,8.162798,-10.158535,MOBILE,2025-01-03T00:55:34.000Z,-113.1,-131.4,-17.9,-11.9,,,502.6,68.4,29.9,44.8,0.25,0.05,1893.8,585.3,436.9,3.0,44.66,16.7,Drive Test Guéckédou 2025-Q1
INTERCEL,SGR,Siguiri,11.326014,-9.151504,MOBILE,2025-03-13T10:16:33.000Z,-108.3,-119.0,-18.7,-7.0,,,863.2,145.4,13.8,74.0,0.32,0.2,710.3,190.0,490.4,2.0,38.49,33.82,Drive Test Siguiri 2025-Q1
INTERCEL,MMU,Mamou,10.669571,-11.88036,MOBILE,2025-02-06T01:05:02.000Z,-74.0,-97.8,-14.8,-5.4,2.7,0.6,100.2,20.2,65.8,23.0,,,,,,33.0,15.6,,Drive Test Mamou 2025-Q1
INTERCEL,CON,Conakry,9.509977,-13.716784,MOBILE,2025-01-08T17:01:26.000Z,-107.9,-120.3,-18.3,-4.3,,,397.0,95.2,18.7,44.6,0.47,0.12,784.4,308.3,1436.3,13.0,31.18,31.11,Drive Test Conakry 2025-Q1
INTERCEL,SGR,Siguiri,11.378425,-9.265567,MOBILE,2025-03-01T17:01:50.000Z,-104.4,-122.7,-18.4,-9.9,,,1110.9,35.6,22.8,61.2,0.27,0.13,590.8,194.0,1542.0,8.0,59.57,42.58,Drive Test Siguiri 2025-Q1
INTERCEL,MMU,Mamou,10.397101,-12.074714,INTERNET,2025-01-24T21:26:22.000Z,-110.9,-122.7,-17.9,-3.2,,,1046.5,76.9,17.1,69.8,0.18,0.06,424.8,456.4,1380.9,7.0,35.57,37.31,Drive Test Mamou 2025-Q1
INTERCEL,MLI,Mali,12.148865,-12.271778,INTERNET,2025-01-18T09:23:09.000Z,-109.7,-125.4,-17.9,-4.8,,,946.8,89.9,26.9,74.7,0.13,0.02,783.9,603.9,983.5,9.0,15.59,30.46,Drive Test Mali 2025-Q1
INTERCEL,CYA,Coyah,9.640129,-13.28031,INTERNET,2025-03-30T18:18:06.000Z,-107.9,-121.1,-17.1,-7.7,,,913.9,79.6,20.9,47.1,0.31,0.05,218.4,557.0,1235.2,11.0,28.1,16.7,Drive Test Coyah 2025-Q1
INTERCEL,CYA,Coyah,9.922456,-13.225977,INTERNET,2025-01-18T05:06:23.000Z,-73.7,-98.5,-15.0,-3.8,3.7,0.9,76.4,31.9,65.4,14.1,5.09,1.28,83.6,108.3,278.1,33.0,16.38,9.04,Drive Test Coyah 2025-Q1
INTERCEL,LBE,Labé,11.223316,-12.240128,MOBILE,2025-03-28T12:02:33.000Z,-79.5,-90.4,-12.4,-5.5,2.5,0.7,89.0,29.8,67.3,17.6,,,,,,34.0,25.36,,Drive Test Labé 2025-Q1
INTERCEL,KKA,Kankan,10.371742,-9.300585,MOBILE,2025-01-28T15:53:52.000Z,-103.7,-130.1,-18.4,-2.1,,,1005.3,123.0,15.1,47.6,0.48,0.02,1726.8,348.6,1685.8,13.0,34.92,33.89,Drive Test Kankan 2025-Q1
INTERCEL,KIN,Kindia,10.028757,-12.844901,INTERNET,2025-01-12T12:33:24.000Z,-109.8,-127.2,-16.4,-8.0,,,554.2,147.6,12.0,40.9,0.18,0.12,1579.8,429.4,349.9,14.0,50.18,41.78,Drive Test Kindia 2025-Q1
INTERCEL,KIN,Kindia,10.162549,-12.631738,INTERNET,2025-01-01T14:11:03.000Z,-69.1,-83.6,-15.3,2.9,3.2,0.8,88.1,21.6,66.4,18.0,5.61,1.43,87.5,107.0,264.1,34.0,14.95,15.2,Drive Test Kindia 2025-Q1
