operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
ORANGE,KKA,Kankan,10.461079,-9.289376,MOBILE,2025-02-13T19:28:08.000Z,-58.6,-69.6,-7.9,15.1,13.3,7.5,26.6,3.7,80.4,2.9,,,,,,61.0,2.64,,Drive Test Kankan 2025-Q1
ORANGE,CON,Conakry,9.44294,-13.724172,MOBILE,2025-03-12T10:18:22.000Z,-75.3,-83.6,-8.0,10.3,17.1,10.2,30.3,5.3,99.7,4.0,,,,,,81.0,2.95,,Drive Test Conakry 2025-Q1
ORANGE,LBE,Labé,11.049764,-12.263771,MOBILE,2025-02-22T08:17:47.000Z,-88.1,-96.6,-18.5,-5.5,,,503.0,94.2,8.7,74.3,0.09,0.11,854.6,684.1,1851.1,11.0,28.71,44.61,Drive Test Labé 2025-Q1
ORANGE,CON,Conakry,9.498266,-13.720477,MOBILE,2025-02-22T21:48:59.000Z,-82.5,-103.9,-18.1,-4.1,,,406.2,137.5,32.1,36.7,0.14,0.0,316.5,690.8,1904.8,4.0,57.59,13.49,Drive Test Conakry 2025-Q1
ORANGE,BLA,Beyla,8.352422,-8.393092,MOBILE,2025-03-25T10:16:43.000Z,-42.2,-64.8,-4.7,9.7,11.2,5.8,20.5,4.0,63.7,2.3,,,,,,53.0,1.77,,Drive Test Beyla 2025-Q1
ORANGE,MMU,Mamou,10.52452,-12.04828,INTERNET,2025-03-27T06:15:01.000Z,-57.9,-64.2,-8.7,9.1,19.3,10.0,21.2,3.5,81.4,2.1,36.82,17.32,27.1,32.3,56.8,62.0,1.5,0.55,Drive Test Mamou 2025-Q1
ORANGE,CYA,Coyah,9.651171,-13.383671,MOBILE,2025-01-21T12:38:39.000Z,-56.8,-81.3,-3.9,11.1,18.6,7.2,21.7,5.1,81.1,2.2,,,,,,69.0,2.25,,Drive Test Coyah 2025-Q1
ORANGE,CYA,Coyah,9.885568,-13.222972,MOBILE,2025-02-26T11:02:02.000Z,-62.8,-65.9,-7.7,14.6,13.6,7.5,27.6,3.6,79.2,3.4,,,,,,64.0,2.43,,Drive Test Coyah 2025-Q1
ORANGE,MMU,Mamou,10.491022,-11.917012,INTERNET,2025-02-06T16:25:26.000Z,-49.0,-75.2,-6.3,10.2,19.8,9.3,22.8,5.3,80.3,3.2,37.4,17.08,18.9,27.1,42.4,69.0,1.75,0.8,Drive Test Mamou 2025-Q1
ORANGE,SGR,Siguiri,11.608166,-8.996439,MOBILE,2025-01-31T09:32:02.000Z,-43.6,-64.4,-6.8,8.4,13.1,5.3,24.7,2.5,63.5,1.7,,,,,,50.0,1.93,,Drive Test Siguiri 2025-Q1
ORANGE,SGR,Siguiri,11.475976,-9.24697,MOBILE,2025-01-01T00:17:59.000Z,-82.6,-103.2,-18.4,-9.4,,,241.5,79.3,5.6,63.4,0.39,0.13,1647.1,748.7,1960.7,10.0,18.91,10.89,Drive Test Siguiri 2025-Q1
ORANGE,BKE,Boké,11.540945,-14.46702,MOBILE,2025-01-06T02:06:09.000Z,-84.6,-110.0,-16.1,-9.8,,,369.7,38.2,4.4,42.4,0.02,0.2,452.4,131.8,1929.2,0.0,43.38,27.22,Drive Test Boké 2025-Q1
ORANGE,CON,Conakry,9.508465,-13.615239,MOBILE,2025-02-25T02:18:43.000Z,-66.1,-97.8,-9.5,16.7,22.6,11.5,26.4,3.6,94.8,4.3,,,,,,80.0,2.5,,Drive Test Conakry 2025-Q1
ORANGE,GKD,Guéckédou,8.733949,-10.074482,INTERNET,2025-01-31T23:58:58.000Z,-89.2,-110.4,-16.5,-11.8,,,347.9,81.8,27.1,54.9,0.47,0.09,505.7,449.9,468.7,12.0,38.53,24.54,Drive Test Guéckédou 2025-Q1
ORANGE,KDR,Koundara,12.313025,-13.164317,MOBILE,2025-02-11T10:17:04.000Z,-76.9,-101.4,-18.7,-10.2,,,647.6,126.3,10.3,36.4,0.25,0.12,547.7,706.9,1108.5,14.0,49.04,26.14,Drive Test Koundara 2025-Q1
ORANGE,ZKR,N'Zérékoré,7.882492,-8.869426,MOBILE,2025-02-24T18:30:29.000Z,-86.3,-112.3,-18.0,-10.4,,,286.7,136.6,9.4,40.3,0.36,0.02,1099.5,689.2,1091.8,11.0,49.43,41.64,Drive Test N'Zérékoré 2025-Q1
