operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
INTERCEL,CON,Conakry,9.57,-13.83,MOBILE,2025-10-11T12:51:30.350000Z,-105.64,-118.14,-20,4.71,0.21,0,546.58,111.6,27.08,61.63,,,,,,,,,Campagne Intercel Guinée Conakry 2025-Q4
INTERCEL,CON,Conakry,9.53,-13.62,DRIVE_TEST,2025-10-12T01:09:36.888000Z,-89.22,-107.84,-19.37,2.29,3.04,2.65,114.23,30.42,58.08,12.4,0.01,0.83,152.26,83.74,626.09,39.33,8.12,16.13,Campagne Intercel Guinée Conakry 2025-Q4
INTERCEL,CON,Conakry,9.55,-13.8,MOBILE,2025-11-02T01:07:35.103000Z,-106.83,-117.37,-16.04,1.68,0.61,0.72,739.73,163.44,2.43,89.52,,,,,,,,,Campagne Intercel Guinée Conakry 2025-Q4
INTERCEL,CON,Conakry,9.6,-13.6,INTERNET,2025-10-25T05:03:39.111000Z,,,,,,,,,,,1.88,2.11,144.53,61.01,514.73,,,,Campagne Intercel Guinée Conakry 2025-Q4
INTERCEL,CON,Conakry,9.47,-13.81,MOBILE,2025-11-23T00:01:02.248000Z,-89.88,-95.15,-15.31,2.08,3.44,0,115.97,25.88,65.88,11.69,,,,,,,,,Campagne Intercel Guinée Conakry 2025-Q4
INTERCEL,CYA,Coyah,9.59,-13.48,MOBILE,2025-11-15T13:16:33.176000Z,-118.35,-118.15,-20,-5.52,0,0,608.06,125.44,21.21,68.1,,,,,,,,,Campagne Intercel Guinée Coyah 2025-Q4
INTERCEL,CYA,Coyah,9.62,-13.35,INTERNET,2025-11-30T23:05:32.540000Z,,,,,,,,,,,0.28,3.79,598.47,301.75,2539.49,,,,Campagne Intercel Guinée Coyah 2025-Q4
INTERCEL,CYA,Coyah,9.82,-13.25,INTERNET,2025-12-20T12:20:11.201000Z,,,,,,,,,,,1.04,3.87,667.66,327.54,2757.55,,,,Campagne Intercel Guinée Coyah 2025-Q4
INTERCEL,CYA,Coyah,9.86,-13.32,DRIVE_TEST,2025-10-08T07:08:16.895000Z,-85.07,-91.65,-14.69,7.68,4.58,0.94,137.16,21.6,80.52,12.79,0.01,5.68,118.48,64.21,480.01,41.21,6.82,14.16,Campagne Intercel Guinée Coyah 2025-Q4
INTERCEL,CYA,Coyah,9.69,-13.36,DRIVE_TEST,2025-11-23T18:36:34.751000Z,-115.7,-110.21,-17.09,-3.56,0,0.68,429.79,88.21,17.57,52.07,0.01,0.01,469.38,222.55,2018.31,20.35,30.81,52.82,Campagne Intercel Guinée Coyah 2025-Q4
INTERCEL,KIN,Kindia,10.01,-12.74,MOBILE,2025-12-11T22:30:06.187000Z,-91.74,-104.51,-17.28,6.65,1.78,0,115.99,23.84,76.98,15.07,,,,,,,,,Campagne Intercel Guinée Kindia 2025-Q4
