operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
MTN,LBE,Labé,11.38359,-12.233326,MOBILE,2025-08-26T00:45:42.000Z,-83.8,-119.6,-18.3,-5.1,,,581.6,130.8,19.7,71.9,0.48,0.09,1151.5,106.1,585.2,14.0,23.39,16.63,Drive Test Labé 2025-Q3
MTN,KKA,Kankan,10.308365,-9.35768,MOBILE,2025-08-22T04:32:28.000Z,-87.8,-103.7,-19.8,-9.2,,,248.6,35.0,10.7,61.0,0.37,0.07,1579.4,645.2,809.8,9.0,22.34,37.38,Drive Test Kankan 2025-Q3
MTN,CON,Conakry,9.60967,-13.677595,MOBILE,2025-09-20T09:39:20.000Z,-80.8,-97.2,-12.0,13.9,12.6,5.9,46.7,7.1,96.9,4.9,,,,,,74.0,4.31,,Drive Test Conakry 2025-Q3
MTN,KKA,Kankan,10.402033,-9.343898,MOBILE,2025-08-16T04:07:41.000Z,-87.7,-116.8,-19.6,-10.1,,,565.8,112.0,27.2,79.6,0.33,0.17,1600.8,745.2,324.5,15.0,57.27,13.09,Drive Test Kankan 2025-Q3
MTN,DLB,Dalaba,10.50605,-12.282706,INTERNET,2025-07-18T09:41:48.000Z,-95.3,-103.7,-19.8,-8.0,,,797.5,77.4,0.1,35.9,0.19,0.05,505.6,384.7,906.4,1.0,31.47,29.19,Drive Test Dalaba 2025-Q3
MTN,ZKR,N'Zérékoré,7.80497,-8.672019,INTERNET,2025-09-16T13:30:58.000Z,-60.8,-78.0,-6.6,8.7,18.4,8.7,36.6,7.1,75.7,3.7,23.3,9.15,35.6,48.3,86.8,63.0,2.65,1.95,Drive Test N'Zérékoré 2025-Q3
MTN,GKD,Guéckédou,8.248978,-9.769029,INTERNET,2025-07-16T00:12:17.000Z,-47.1,-61.4,-6.5,6.9,11.2,4.5,22.4,3.8,53.4,3.7,18.99,6.48,20.1,24.9,53.3,39.0,1.77,1.52,Drive Test Guéckédou 2025-Q3
MTN,SGR,Siguiri,11.389243,-9.299042,INTERNET,2025-07-23T11:40:07.000Z,-43.0,-71.1,-5.1,4.3,11.8,5.6,22.9,4.6,63.1,4.0,19.7,7.69,26.7,39.3,46.9,50.0,2.24,1.36,Drive Test Siguiri 2025-Q3
MTN,DLB,Dalaba,10.781209,-12.224835,MOBILE,2025-08-11T05:27:46.000Z,-82.8,-112.8,-17.9,-6.0,,,919.5,38.3,33.2,54.7,0.15,0.06,1469.7,587.8,488.9,8.0,40.88,33.12,Drive Test Dalaba 2025-Q3
MTN,FRN,Faranah,10.02918,-10.776898,INTERNET,2025-08-02T15:15:40.000Z,-41.7,-69.9,-10.1,4.1,11.8,5.7,27.8,4.1,60.2,4.3,19.82,8.98,25.1,27.3,47.9,45.0,2.26,1.54,Drive Test Faranah 2025-Q3
MTN,KKA,Kankan,10.409677,-9.378686,MOBILE,2025-08-17T14:46:17.000Z,-61.4,-78.7,-8.2,7.3,9.5,6.4,38.5,6.8,78.9,3.8,,,,,,57.0,3.67,,Drive Test Kankan 2025-Q3
MTN,BLA,Beyla,8.663991,-8.530037,MOBILE,2025-07-09T22:55:36.000Z,-84.1,-118.2,-17.2,-2.1,,,788.2,114.2,6.1,76.3,0.04,0.0,1457.0,159.5,1724.7,12.0,57.62,19.2,Drive Test Beyla 2025-Q3
MTN,LBE,Labé,11.403836,-12.154096,INTERNET,2025-08-19T19:34:33.000Z,-63.1,-69.9,-6.1,6.4,15.0,7.1,32.7,7.8,75.7,5.8,27.18,9.1,26.4,46.6,85.3,66.0,4.25,2.11,Drive Test Labé 2025-Q3
MTN,ZKR,N'Zérékoré,7.753607,-8.848864,MOBILE,2025-08-08T07:52:26.000Z,-96.2,-114.5,-19.2,-8.2,,,676.6,42.1,28.7,59.2,0.18,0.01,296.2,118.0,978.9,8.0,57.5,15.62,Drive Test N'Zérékoré 2025-Q3
MTN,CON,Conakry,9.546161,-13.72816,INTERNET,2025-07-10T10:46:59.000Z,-74.7,-94.6,-12.6,7.8,19.8,11.3,49.5,8.8,92.9,7.2,26.19,10.4,40.5,48.5,86.0,67.0,3.47,2.53,Drive Test Conakry 2025-Q3
MTN,FRN,Faranah,9.969149,-11.085593,MOBILE,2025-08-06T07:45:07.000Z,-49.8,-71.3,-6.0,7.1,9.9,4.5,27.8,5.0,60.2,3.6,,,,,,47.0,2.68,,Drive Test Faranah 2025-Q3
