operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
CELCOM,CON,Conakry,9.51,-13.73,INTERNET,2025-12-27T17:29:06.775000Z,,,,,,,,,,,1.26,0.01,439.16,230.61,1944.66,,,,Campagne Celcom Guinée Conakry 2025-Q4
CELCOM,CON,Conakry,9.5,-13.75,INTERNET,2025-10-22T18:41:06.533000Z,,,,,,,,,,,8.76,1.08,258.77,147.24,1205.71,,,,Campagne Celcom Guinée Conakry 2025-Q4
CELCOM,CON,Conakry,9.65,-13.72,MOBILE,2025-10-09T06:06:09.938000Z,-99.34,-103.69,-15.86,1.73,0,1.25,297.99,52.27,24.26,35.08,,,,,,,,,Campagne Celcom Guinée Conakry 2025-Q4
CELCOM,CON,Conakry,9.53,-13.68,INTERNET,2025-12-01T10:42:54.800000Z,,,,,,,,,,,12.34,4.47,59.69,34.77,334.22,,,,Campagne Celcom Guinée Conakry 2025-Q4
CELCOM,CON,Conakry,9.46,-13.8,INTERNET,2025-12-18T22:10:16.133000Z,,,,,,,,,,,8.23,2.62,49.05,48.76,244.82,,,,Campagne Celcom Guinée Conakry 2025-Q4
CELCOM,CON,Conakry,9.44,-13.73,MOBILE,2025-10-19T19:15:47.267000Z,-74.95,-82.98,-11.2,9.18,11.01,1.66,59.82,11.64,88.38,4.12,,,,,,,,,Campagne Celcom Guinée Conakry 2025-Q4
CELCOM,CYA,Coyah,9.68,-13.4,MOBILE,2025-10-21T08:20:12.610000Z,-66.89,-90.4,-13.3,6.17,11.2,3.83,62.24,8.21,100,8.26,,,,,,,,,Campagne Celcom Guinée Coyah 2025-Q4
CELCOM,KIN,Kindia,10.19,-12.72,DRIVE_TEST,2025-10-27T19:39:35.287000Z,-73.59,-92.36,-9.4,6.89,10.13,7.81,53.51,14.37,85.18,6.29,8.17,4.37,62.61,47.2,306.27,42.04,5.78,7.44,Campagne Celcom Guinée Kindia 2025-Q4
CELCOM,KIN,Kindia,10.2,-12.77,INTERNET,2025-12-28T03:58:49.995000Z,,,,,,,,,,,0.01,0.01,462.9,250.41,2068.28,,,,Campagne Celcom Guinée Kindia 2025-Q4
CELCOM,KIN,Kindia,9.95,-12.87,INTERNET,2025-11-20T15:07:34.313000Z,,,,,,,,,,,13.43,3.67,81.09,29.58,328.86,,,,Campagne Celcom Guinée Kindia 2025-Q4
CELCOM,KIN,Kindia,9.94,-12.85,MOBILE,2025-11-17T09:45:03.503000Z,-103.33,-98.53,-13.74,2.38,3.98,4.63,266.45,49.24,26.52,28.33,,,,,,,,,Campagne Celcom Guinée Kindia 2025-Q4
