operateur,region,regionNom,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
MTN,MMU,Mamou,10.644868,-12.009849,INTERNET,2025-10-29T17:06:29.000Z,-64.0,-71.5,-12.0,11.4,19.7,7.9,27.6,7.7,77.8,5.0,22.8,8.65,30.1,49.2,61.6,59.0,3.47,2.28,Drive Test Mamou 2025-Q4
MTN,FRN,Faranah,9.953958,-10.733699,MOBILE,2025-10-01T12:21:21.000Z,-90.2,-104.2,-16.5,-10.2,,,708.3,77.6,20.0,66.8,0.33,0.17,1052.6,720.0,1901.7,2.0,35.45,38.48,Drive Test Faranah 2025-Q4
MTN,CON,Conakry,9.536791,-13.720164,MOBILE,2025-12-14T03:47:31.000Z,-67.6,-99.6,-13.8,7.4,15.6,8.3,46.1,9.6,96.7,6.6,,,,,,71.0,5.99,,Drive Test Conakry 2025-Q4
MTN,DLB,Dalaba,10.331674,-12.155497,MOBILE,2025-12-06T07:28:30.000Z,-37.1,-48.7,-4.7,7.9,6.3,3.4,19.9,3.3,52.7,3.9,,,,,,43.0,3.15,,Drive Test Dalaba 2025-Q4
MTN,CON,Conakry,9.492526,-13.761883,MOBILE,2025-10-08T01:12:21.000Z,-76.2,-96.8,-11.0,7.5,16.7,8.4,43.0,9.0,95.8,7.3,,,,,,76.0,4.18,,Drive Test Conakry 2025-Q4
MTN,KDR,Koundara,12.216901,-13.025418,MOBILE,2025-12-22T20:54:49.000Z,-45.1,-48.9,-9.0,1.8,6.7,3.4,26.5,4.7,53.2,3.7,,,,,,37.0,2.55,,Drive Test Koundara 2025-Q4
MTN,CON,Conakry,9.436537,-13.717421,INTERNET,2025-11-09T05:15:39.000Z,-80.5,-88.1,-11.6,5.8,21.6,11.5,48.9,9.4,92.3,6.6,28.81,12.37,34.5,51.4,106.8,68.0,4.52,1.26,Drive Test Conakry 2025-Q4
MTN,GKD,Guéckédou,8.50782,-10.150164,MOBILE,2025-11-01T08:17:47.000Z,-82.9,-112.8,-18.9,-10.9,,,234.0,103.6,14.3,54.7,0.09,0.15,1613.8,172.1,1361.2,8.0,45.05,13.02,Drive Test Guéckédou 2025-Q4
MTN,KIN,Kindia,9.895533,-12.97905,MOBILE,2025-11-28T00:22:20.000Z,-88.2,-103.3,-18.6,-4.7,,,203.1,94.7,15.7,47.6,0.25,0.1,889.6,779.0,816.5,6.0,39.81,30.13,Drive Test Kindia 2025-Q4
MTN,DLB,Dalaba,10.551737,-12.381246,INTERNET,2025-11-22T08:37:29.000Z,-45.1,-61.1,-5.8,5.0,13.1,4.5,22.0,4.0,51.3,2.9,17.15,5.83,21.1,33.7,42.1,40.0,2.42,1.19,Drive Test Dalaba 2025-Q4
