regionCode,latitude,longitude,typeMesure,timestamp,rssi,rsrp,rsrq,sinr,debitDescendant,debitMontant,latence,gigue,tauxAppelReussi,tauxDropCall,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering
CON,9.63,-13.57,DRIVE_TEST,2025-02-04T19:28:21.159000Z,-63.7,-75.38,-6.15,16.29,15.07,13.51,18.07,3.94,100,0.23,29.32,13.19,36.55,7.93,94.03,64.64,2.26,3.51
CON,9.65,-13.58,INTERNET,2025-01-20T08:48:22.690000Z,,,,,,,,,,,16.33,16.48,35.36,11.83,68.67,,,
CON,9.51,-13.83,MOBILE,2025-01-13T06:16:59.329000Z,-57.63,-86.9,-6.77,8.62,18.38,10.77,33.8,0,100,4.06,,,,,,,,
CON,9.59,-13.64,DRIVE_TEST,2025-01-25T17:19:08.149000Z,-55.99,-74.72,-6.54,15.88,15.54,10.85,36.77,3.86,100,5.59,23.52,15.67,36.74,14.24,130.9,83.62,0.5,1.95
CON,9.46,-13.69,DRIVE_TEST,2025-01-14T10:51:37.972000Z,-60.18,-85.89,-3.58,13.36,22.97,14.11,24.54,2.55,100,1.89,31.42,12.87,49.96,11.22,100.39,86.63,2.79,3.29
CON,9.63,-13.84,INTERNET,2025-03-12T02:29:38.498000Z,,,,,,,,,,,22.95,14.7,25.51,29.47,68.85,,,
CON,9.51,-13.72,INTERNET,2025-01-30T18:41:22.244000Z,,,,,,,,,,,15.08,16.07,31.34,25.24,102.18,,,
CON,9.48,-13.84,MOBILE,2025-02-17T05:15:47.957000Z,-63.53,-71.46,-9.4,13.11,20.36,13.25,26.26,5.69,100,1.67,,,,,,,,
CYA,9.64,-13.26,MOBILE,2025-03-23T04:23:04.497000Z,-56.67,-78.31,-7.43,21.14,21.52,10.48,28.6,4.92,100,2.44,,,,,,,,
CYA,9.8,-13.34,MOBILE,2025-03-21T07:44:58.556000Z,-64.94,-74.11,-7.17,21.31,23.57,8.93,42.23,11.64,100,3.25,,,,,,,,
CYA,9.79,-13.3,MOBILE,2025-02-24T08:55:10.428000Z,-61.56,-64.64,-7.6,21.1,18.96,13.23,11.47,1.72,100,5.75,,,,,,,,
CYA,9.86,-13.4,INTERNET,2025-03-24T04:57:20.042000Z,,,,,,,,,,,20.14,9.9,31,16.95,99.42,,,
CYA,9.6,-13.31,MOBILE,2025-03-11T13:15:33.128000Z,-61.95,-77.1,-8.63,13.52,23.12,11.56,10.62,1.08,100,2.28,,,,,,,,
CYA,9.65,-13.47,MOBILE,2025-03-09T17:37:41.180000Z,-93.69,-88.56,-6.53,0.97,0,0,117.64,22.17,19.73,11.56,,,,,,,,
CYA,9.58,-13.37,DRIVE_TEST,2025-01-04T02:23:32.617000Z,-67.12,-78.26,-5.88,12.88,16.59,7.47,22.36,2.85,100,4.17,24.91,11.33,28.19,16.48,121.18,77.64,2.44,0.17
KIN,10.01,-12.74,DRIVE_TEST,2025-03-29T01:41:16.189000Z,-93.29,-101.66,-11.32,3.17,3.46,1.74,150.28,17.84,14.41,9.96,3.17,4.55,146.29,91.59,557.8,6.81,12.33,5.75
KIN,10,-12.76,INTERNET,2025-02-28T10:40:25.134000Z,,,,,,,,,,,24.15,16.24,29.4,16.12,117.61,,,
KIN,9.95,-12.72,MOBILE,2025-01-04T00:47:09.919000Z,-57.28,-77,-5.35,19.6,23.7,14.64,16.22,2.8,100,2.56,,,,,,,,
KIN,10.12,-12.96,INTERNET,2025-03-09T03:54:33.617000Z,,,,,,,,,,,21.28,13.68,48.48,17.82,66.02,,,
KIN,10.16,-12.95,INTERNET,2025-02-19T12:31:04.578000Z,,,,,,,,,,,6.42,2.11,100.19,56.5,359.06,,,
KIN,9.92,-12.87,MOBILE,2025-02-07T08:36:24.792000Z,-72.52,-76.21,-3.38,14.94,26.15,10.49,24.64,1.65,100,4.95,,,,,,,,
BOK,11.08,-14.38,MOBILE,2025-01-15T17:42:13.423000Z,-66.62,-80.93,-6.52,10.84,17.58,8.04,44.39,4.86,76.2,6.39,,,,,,,,
BOK,11.08,-14.29,DRIVE_TEST,2025-03-06T05:03:46.377000Z,-66.77,-82.31,-6.75,11.1,14.28,7.36,35.65,5.11,70.98,7.03,15.05,9.33,33.88,30.35,170.11,56.37,4.3,3.97
BOK,11.24,-14.31,DRIVE_TEST,2025-03-10T19:54:45.727000Z,-88.28,-81.58,-10.19,12.97,14.8,8.45,42.92,7.08,63.05,5.84,16.81,8.79,54.64,27.63,226.59,49.03,6.05,2.16
BOK,11.18,-14.23,MOBILE,2025-02-09T09:20:35.406000Z,-79.54,-87.35,-6.48,10.47,11.11,9.23,37.65,7.71,58.11,0,,,,,,,,
BOK,11.05,-14.23,INTERNET,2025-03-22T20:42:52.231000Z,,,,,,,,,,,19.4,6.46,28.43,17.78,155.71,,,
BOK,11.2,-14.24,DRIVE_TEST,2025-03-07T16:33:22.359000Z,-71.14,-92.11,-9.33,14.45,13.81,7.06,51.51,4.39,79.66,3.46,13.53,11.4,29.74,26.37,232.98,81.99,4.37,2.25
KDR,12.45,-13.43,DRIVE_TEST,2025-02-01T04:41:57.696000Z,-65.82,-77.11,-9.99,13.79,14.86,7.33,29.74,8.27,73.71,5,19.08,7.12,32.72,21.31,134.52,78.48,3.93,0.82
KDR,12.51,-13.17,DRIVE_TEST,2025-03-31T00:02:07.809000Z,-70.03,-83.02,-7.62,9.67,12.32,5.87,41.47,6.74,62.43,0.42,18.43,8.28,36.67,13.67,151.09,56.49,5.59,0
KDR,12.5,-13.22,INTERNET,2025-03-25T10:04:51.123000Z,,,,,,,,,,,12.41,5.45,46.94,34.29,157.57,,,
KDR,12.53,-13.34,MOBILE,2025-03-08T03:36:07.816000Z,-75.29,-83.05,-11.34,11.34,13.57,9.33,36.67,0,72.36,4.06,,,,,,,,
KDR,12.58,-13.43,MOBILE,2025-01-17T07:09:49.048000Z,-73.65,-88.1,-8.04,11.19,11.79,8.6,29.1,0.63,73.45,2.27,,,,,,,,
KDR,12.61,-13.4,INTERNET,2025-03-13T14:38:30.788000Z,,,,,,,,,,,19.05,7.89,50.68,35.6,147.21,,,
KDR,12.63,-13.28,INTERNET,2025-01-11T02:38:15.069000Z,,,,,,,,,,,14.57,7.62,30.76,29.54,147.07,,,
LAB,11.31,-12.34,MOBILE,2025-02-23T17:52:31.352000Z,-77.35,-86.63,-6.88,5.5,13.6,5.49,58.02,6.86,57.89,8.38,,,,,,,,
LAB,11.29,-12.15,DRIVE_TEST,2025-02-26T21:14:09.551000Z,-76.13,-87.23,-12.91,8.66,19.48,8.87,41.66,10.84,67.14,3.94,21.15,7.04,37.17,2.02,177.31,52.3,4.32,2.95
LAB,11.24,-12.22,INTERNET,2025-02-26T02:35:24.044000Z,,,,,,,,,,,14.58,6.84,44.64,21.37,239.18,,,
LAB,11.34,-12.15,DRIVE_TEST,2025-01-20T12:29:41.902000Z,-76.54,-78.74,-10.21,5.93,8.53,2.27,45.35,8.39,57.41,6.58,16.13,8.59,51.97,31.27,203.17,54.2,6.56,0
LAB,11.4,-12.37,DRIVE_TEST,2025-03-07T04:49:28.424000Z,-89.01,-89.53,-13.22,2.63,5.51,6.41,99.15,14.57,32.05,9.42,11.17,5.32,113.52,60.69,380.09,29.81,11.2,6.62
LAB,11.21,-12.17,INTERNET,2025-01-20T08:07:37.743000Z,,,,,,,,,,,10.71,6.31,45.96,34.25,187.55,,,
LAB,11.23,-12.4,MOBILE,2025-01-20T18:42:33.610000Z,-72.71,-84.48,-5.94,9.02,13.69,8.23,45.74,5.97,78.4,1.49,,,,,,,,
LAB,11.37,-12.18,DRIVE_TEST,2025-01-09T13:23:25.927000Z,-78.67,-83.01,-11.52,9.53,9.73,3.77,51.02,4.75,54.79,5.32,13.81,6.1,50.93,49.03,157.37,27.11,3.64,2.72
MLI,12.01,-12.22,MOBILE,2025-03-19T01:30:44.582000Z,-73.79,-94.99,-9.83,5.78,13.54,9.01,34.52,5.18,73.04,5.31,,,,,,,,
MLI,12.04,-12.29,INTERNET,2025-01-23T00:47:37.235000Z,,,,,,,,,,,19.58,10.76,36.48,28.48,174.47,,,
MLI,12.06,-12.39,DRIVE_TEST,2025-01-30T13:45:48.855000Z,-78.93,-71.41,-9.29,10.35,14.76,7.73,44.85,0.07,76.63,2.55,12.46,3.24,18.92,29.36,144.14,57.98,3.7,0.57
