operateur,region,latitude,longitude,typeMesure,timestamp,debitDownload,debitUpload,ping,dnsLookupTime,tcpConnectTime,scoreQoE,pageLoadTime,videoBuffering,campagne
CELCOM,CON,10.1,-12.9,INTERNET,2025-10-15T09:25:00Z,15.8,4.9,46.6,17.1,50.5,53,3.0,1.4,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-11-29T20:47:00Z,13.3,4.0,68.5,27.4,84.7,53,3.5,1.8,QoS Internet Conakry T4 2025
CELCOM,CON,10.0,-12.8,INTERNET,2025-10-22T09:58:00Z,15.3,4.3,55.3,22.5,69.9,67,2.7,1.1,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.8,INTERNET,2025-10-14T10:59:00Z,16.3,5.1,47.0,15.5,45.4,56,3.7,1.1,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-11-27T21:27:00Z,15.9,4.1,70.3,21.9,71.3,53,4.0,1.7,QoS Internet Conakry T4 2025
CELCOM,CON,10.0,-12.8,INTERNET,2025-12-03T14:53:00Z,12.1,4.2,55.0,21.9,70.5,67,4.3,1.5,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.8,INTERNET,2025-11-28T10:27:00Z,16.2,5.0,67.4,19.5,69.0,66,4.0,1.6,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-11-19T16:02:00Z,16.4,4.3,63.5,26.1,74.4,65,4.2,1.8,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-11-12T09:21:00Z,14.7,5.9,45.3,18.9,45.7,67,3.8,1.2,QoS Internet Conakry T4 2025
CELCOM,CON,10.0,-12.8,INTERNET,2025-11-06T14:23:00Z,13.8,4.6,58.1,20.3,54.3,63,3.0,1.1,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-10-12T20:05:00Z,14.8,4.0,47.9,17.0,51.6,65,4.0,1.5,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-11-18T11:11:00Z,11.3,5.8,60.9,16.5,75.9,57,3.4,1.1,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-12-23T20:26:00Z,15.9,4.3,54.9,20.5,71.2,63,4.1,1.9,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.8,INTERNET,2025-11-18T10:58:00Z,15.6,5.0,70.4,22.1,92.9,57,3.1,1.8,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.8,INTERNET,2025-11-20T15:46:00Z,13.8,5.4,48.3,18.5,61.6,59,3.2,1.3,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-12-08T14:40:00Z,16.0,5.5,49.0,19.6,46.9,59,3.3,1.9,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.8,INTERNET,2025-11-11T15:08:00Z,14.5,5.6,70.3,26.9,72.5,56,2.7,1.9,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-10-13T09:09:00Z,12.5,4.8,64.6,27.0,72.9,58,4.2,1.5,QoS Internet Conakry T4 2025
CELCOM,CON,10.0,-12.8,INTERNET,2025-12-19T11:13:00Z,15.6,4.7,51.5,16.7,54.8,65,4.4,1.7,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-12-16T20:52:00Z,13.3,5.2,61.4,23.3,80.3,68,4.1,1.6,QoS Internet Conakry T4 2025
CELCOM,CON,10.1,-12.9,INTERNET,2025-10-10T10:12:00Z,14.8,4.1,60.8,25.5,71.5,60,2.6,1.9,QoS Internet Conakry T4 2025
CELCOM,KIN,10.0,-12.3,INTERNET,2025-10-21T10:59:00Z,9.9,3.7,95.2,28.5,98.6,44,4.2,1.6,QoS Internet Kindia T4 2025
CELCOM,KIN,10.1,-12.3,INTERNET,2025-11-24T21:56:00Z,8.0,3.9,78.4,32.9,84.5,44,3.8,2.6,QoS Internet Kindia T4 2025
CELCOM,KIN,10.1,-12.3,INTERNET,2025-12-26T11:07:00Z,8.0,4.1,84.9,23.7,75.8,43,4.4,1.8,QoS Internet Kindia T4 2025
CELCOM,KIN,10.0,-12.3,INTERNET,2025-10-14T11:29:00Z,7.9,3.3,79.1,24.8,85.1,41,4.2,1.5,QoS Internet Kindia T4 2025
CELCOM,KIN,10.1,-12.3,INTERNET,2025-12-30T11:24:00Z,11.3,3.9,79.8,24.1,92.7,35,4.4,2.5,QoS Internet Kindia T4 2025
CELCOM,KIN,10.1,-12.3,INTERNET,2025-12-07T16:14:00Z,11.2,4.0,100.8,31.3,100.5,50,4.2,2.4,QoS Internet Kindia T4 2025
CELCOM,KIN,10.0,-12.3,INTERNET,2025-11-16T11:37:00Z,10.5,3.9,91.3,38.2,91.6,37,5.6,2.6,QoS Internet Kindia T4 2025
CELCOM,KIN,10.0,-12.3,INTERNET,2025-12-13T10:26:00Z,8.4,3.6,86.3,27.4,87.7,35,5.1,2.3,QoS Internet Kindia T4 2025
CELCOM,KIN,10.1,-12.3,INTERNET,2025-11-12T14:35:00Z,11.3,3.0,83.2,30.4,102.5,37,4.5,2.6,QoS Internet Kindia T4 2025
CELCOM,KIN,10.1,-12.3,INTERNET,2025-12-07T11:11:00Z,9.2,3.2,91.2,38.9,86.3,34,4.0,2.3,QoS Internet Kindia T4 2025
CELCOM,KIN,10.0,-12.3,INTERNET,2025-12-27T20:07:00Z,9.7,3.5,93.8,30.7,105.9,47,3.8,1.9,QoS Internet Kindia T4 2025
CELCOM,KIN,10.1,-12.3,INTERNET,2025-12-28T20:24:00Z,9.5,3.0,93.2,28.3,95.9,38,6.1,2.6,QoS Internet Kindia T4 2025
CELCOM,KIN,10.0,-12.3,INTERNET,2025-10-14T11:41:00Z,8.6,3.3,88.6,36.7,92.4,45,4.9,2.6,QoS Internet Kindia T4 2025
